cq147369,no skin,19,3764,136,25,42,无书院,无巾帼,0,0,0,21,265,561,582,120,368,72,1014,1753,274,4573,2379,147016,63179
muyang1,skin,20,23027,157,30,7,书院,无巾帼,2,0,2,125,731,721,714,1772,6090,1965,2541,852,306,13537,5146,20569,159044
muyang2,no skin,20,14585,146,38,126,无书院,无巾帼,2,0,4,72,668,589,555,1638,5989,1958,1892,1883,297,12686,5657,7636,166551
wang77,no skin,16,3984,134,17,30,无书院,无巾帼,0,0,1,45,229,414,399,62,371,226,519,810,397,2967,1581,351259,24283
wang777,no skin,16,7178,129,16,33,无书院,无巾帼,1,0,2,11,205,424,432,48,364,230,513,537,378,2488,1425,527913,23415
wang7777,no skin,17,3036,135,17,46,无书院,无巾帼,0,0,3,19,152,553,497,104,365,116,818,661,308,3424,1863,343568,44733
pgh123,skin,20,9845,145,32,11,无书院,无巾帼,0,2,2,192,771,772,452,1122,4388,351,1248,1379,266,10477,5070,504,109541
pgh1234,no skin,20,11510,144,36,5,无书院,无巾帼,0,2,2,74,753,750,468,1022,5994,504,1272,1266,258,8778,4258,1685,103238
pgh12345,no skin,20,7920,146,31,9,无书院,无巾帼,2,1,4,33,847,840,600,619,4084,250,1285,1394,281,7496,4072,954,112011
pgh123456,no skin,20,17633,145,24,7,无书院,无巾帼,2,1,4,88,456,900,562,568,5546,394,1941,1566,287,7364,4169,9104,142122
pgh1234567,no skin,18,13011,145,22,47,无书院,无巾帼,0,1,2,17,771,624,968,928,6698,350,1614,925,480,6587,3595,2155,64314
pgh12345678,no skin,18,7466,148,24,45,无书院,无巾帼,1,1,0,62,560,559,335,1517,4692,82,1197,945,405,6360,3325,5442,126825
pgh123456789,no skin,19,5285,145,18,7,无书院,无巾帼,0,1,3,53,372,486,194,2107,4867,2249,1255,1380,511,7648,4259,153651,120024
