cq147369,no skin,20,13244,137,28,49,无书院,无巾帼,0,0,0,123,466,763,787,10,1157,10,900,1937,310,5359,2786,381015,105281
muyang1,skin,20,21253,158,35,22,书院,巾帼,2,0,2,163,770,755,749,2145,6915,2438,2357,1093,371,14836,5665,20569,283224
muyang2,no skin,20,12699,146,42,144,书院,无巾帼,2,0,4,107,704,619,587,2048,6821,2425,1662,2122,371,14003,6149,7636,272507
wang77,no skin,16,17558,136,20,35,无书院,无巾帼,0,0,1,0,331,607,581,7,53,10,247,946,427,3573,1926,587627,63702
wang777,no skin,20,927,139,21,36,无书院,无巾帼,1,0,2,1,200,602,586,23,66,10,239,693,419,3069,1765,286562,53700
wang7777,no skin,20,2690,135,20,48,无书院,无巾帼,0,0,3,11,159,768,705,15,91,10,746,853,338,4382,2263,580131,79621
pgh123,skin,20,23592,145,35,17,无书院,无巾帼,0,2,2,226,807,808,486,1499,5151,10,1208,1562,300,11417,5475,504,183744
pgh1234,no skin,20,23087,144,39,7,无书院,无巾帼,0,2,2,104,789,783,502,1346,6771,10,1189,1461,290,9782,4670,1685,167880
pgh12345,no skin,20,22806,146,34,10,无书院,无巾帼,2,1,4,68,883,873,638,973,4848,677,1205,1559,312,8466,4494,954,191952
pgh123456,no skin,20,13770,145,27,23,书院,无巾帼,2,1,4,117,479,923,589,921,6318,824,1872,1752,361,8321,4568,9104,232082
pgh1234567,no skin,20,18320,145,25,49,无书院,无巾帼,0,1,2,51,800,650,998,1286,7454,10,1498,1122,509,7538,4014,2155,152944
pgh12345678,no skin,20,11617,149,27,45,无书院,无巾帼,1,1,0,99,594,593,372,1893,5473,503,1119,1131,433,7336,3717,5442,215529
pgh123456789,no skin,20,12260,145,21,7,无书院,无巾帼,0,1,3,84,402,520,228,2448,5643,2675,1203,1547,544,8626,4675,153651,199513
