cq147369,no skin,17,14486,136,22,42,无书院,无巾帼,0,0,0,20,263,559,582,70,229,47,921,1719,253,4376,2278,199200,52951
muyang1,skin,20,23444,157,27,7,书院,无巾帼,2,0,2,125,729,721,713,1714,5974,1940,2352,751,291,13198,4965,20569,134196
muyang2,no skin,20,15193,146,35,124,无书院,无巾帼,2,0,4,71,667,589,554,1604,5876,1933,1675,1773,282,12346,5463,7636,147419
wang77,no skin,14,14965,134,14,30,无书院,无巾帼,0,0,1,44,229,412,399,28,242,201,593,775,376,2833,1498,403443,19379
wang777,no skin,16,9001,129,13,33,无书院,无巾帼,1,0,2,10,204,423,432,18,236,205,534,515,381,2341,1350,580097,17763
wang7777,no skin,15,13603,134,14,46,无书院,无巾帼,0,0,3,19,150,551,497,60,223,91,858,628,287,3213,1760,395752,39319
pgh123,skin,20,10986,145,29,10,无书院,无巾帼,0,2,2,190,768,772,451,1093,4268,325,1098,1280,250,10196,4878,504,94269
pgh1234,no skin,20,13336,144,33,5,无书院,无巾帼,0,2,2,74,752,748,468,980,5876,479,1114,1175,243,8513,4104,1685,90694
pgh12345,no skin,20,9033,146,28,9,无书院,无巾帼,2,1,4,33,846,839,599,591,3962,225,1108,1301,266,7205,3911,954,96467
pgh123456,no skin,20,18390,145,21,7,无书院,无巾帼,2,1,4,86,456,900,561,528,5425,369,1785,1480,272,7096,4022,9104,130098
pgh1234567,no skin,16,23084,145,19,47,无书院,无巾帼,0,1,2,17,771,622,968,883,6579,325,1491,890,459,6374,3498,2155,48124
pgh12345678,no skin,16,17446,148,21,45,无书院,无巾帼,1,1,0,61,559,559,334,1482,4565,57,1072,911,384,6147,3226,5442,110875
pgh123456789,no skin,17,15241,145,15,7,无书院,无巾帼,0,1,3,53,371,485,192,2055,4758,2224,1091,1286,486,7383,4109,153651,104134
