cq147369,no skin,17,9520,136,22,42,无书院,无巾帼,0,0,0,17,262,558,581,0,15,0,1092,1609,242,4050,2154,277476,39010
muyang1,skin,20,17002,157,27,7,书院,无巾帼,2,0,2,54,645,642,641,1956,5764,1893,2477,1039,279,12684,4786,20569,113330
muyang2,skin,20,9150,146,35,104,无书院,无巾帼,2,0,4,70,664,587,552,1522,5657,1886,1805,2062,271,11867,5268,7636,116925
wang77,no skin,14,10678,134,14,30,无书院,无巾帼,0,0,1,13,204,387,379,68,31,157,841,684,366,2565,1382,481719,11563
wang777,no skin,16,3845,129,13,33,无书院,无巾帼,1,0,2,0,195,415,420,0,19,160,776,426,371,2094,1232,658373,8252
wang7777,no skin,15,5470,134,14,46,无书院,无巾帼,0,0,3,17,149,546,497,0,14,47,1013,512,277,2815,1628,474028,25934
pgh123,skin,20,3872,145,29,10,无书院,无巾帼,0,2,2,188,766,771,451,1033,4053,278,1262,1170,239,9816,4734,504,75170
pgh1234,no skin,20,7043,144,33,5,无书院,无巾帼,0,2,2,73,750,748,468,925,5673,432,1264,1071,231,8158,3940,1685,73673
pgh12345,no skin,20,3294,146,28,9,无书院,无巾帼,2,1,4,32,846,837,599,534,3766,178,1302,1191,254,6824,3759,954,72398
pgh123456,no skin,20,11588,145,21,7,无书院,无巾帼,2,1,4,86,456,900,559,468,5216,322,1958,1370,261,6705,3873,9104,105856
pgh1234567,no skin,16,17045,145,19,47,无书院,无巾帼,0,1,2,15,767,622,968,828,6388,281,1651,770,448,5987,3365,2155,24669
pgh12345678,no skin,16,11362,148,21,45,无书院,无巾帼,1,1,0,51,409,414,185,2002,4640,1813,1251,795,376,5751,3070,5442,87022
pgh123456789,no skin,17,5834,145,15,7,无书院,无巾帼,0,1,3,53,370,482,191,1967,4546,2177,1248,1163,477,7026,3965,153651,114794
