cq147369,no skin,20,1165,136,28,48,无书院,无巾帼,0,0,0,22,266,564,582,170,631,205,1197,1798,276,4861,2490,544090,82966
muyang1,skin,20,25055,157,33,9,书院,无巾帼,2,0,2,129,732,721,714,1817,6358,2110,2794,916,308,13958,5303,20569,200276
muyang2,no skin,20,16195,146,41,128,无书院,无巾帼,2,0,4,73,671,589,555,1699,6265,2103,2122,1934,299,13146,5806,7636,200438
wang77,no skin,16,4042,134,20,34,无书院,无巾帼,0,0,1,11,256,436,419,21,619,344,623,849,399,3187,1683,272983,35219
wang777,no skin,16,7811,135,19,36,无书院,无巾帼,1,0,2,7,223,447,449,29,511,347,618,580,380,2676,1518,449637,22228
wang7777,no skin,17,4928,135,20,48,无书院,无巾帼,0,0,3,25,184,589,537,32,636,238,994,712,310,3769,1964,265292,61000
pgh123,skin,20,10517,145,35,16,无书院,无巾帼,0,2,2,194,773,774,452,1177,4646,483,1433,1430,268,10823,5171,504,133998
pgh1234,no skin,20,11810,144,39,7,无书院,无巾帼,0,2,2,74,754,751,469,1072,6262,635,1454,1320,260,9145,4368,1685,123885
pgh12345,no skin,20,10139,146,34,10,无书院,无巾帼,2,1,4,35,848,840,602,668,4341,382,1454,1456,283,7828,4185,954,136876
pgh123456,no skin,20,18398,145,27,9,无书院,无巾帼,2,1,4,91,458,900,563,614,5786,526,2122,1616,289,7706,4285,9104,172071
pgh1234567,no skin,18,14050,145,25,49,无书院,无巾帼,0,1,2,21,774,624,969,990,6940,482,1783,987,482,6940,3707,2155,92557
pgh12345678,no skin,18,8482,148,27,45,无书院,无巾帼,1,1,0,64,561,559,335,1581,4953,214,1370,997,407,6704,3442,5442,155837
pgh123456789,no skin,20,1360,145,21,7,无书院,无巾帼,0,1,3,54,373,487,198,2160,5125,2382,1426,1435,513,7983,4373,153651,147462
