cq147369,no skin,20,28664,137,34,53,无书院,无巾帼,0,0,0,196,541,839,860,693,2582,680,415,1968,370,6874,3429,415907,202977
muyang1,skin,20,39797,159,42,25,书院,巾帼,2,0,2,202,801,798,781,2626,8256,3039,2376,1264,426,17284,6491,20569,364801
muyang2,no skin,20,32554,153,49,179,书院,无巾帼,2,0,4,158,757,675,641,2656,8206,3068,1607,2262,430,16463,6992,7636,292312
wang77,no skin,20,26251,141,24,38,无书院,无巾帼,0,0,1,124,422,718,693,363,1405,603,11,1022,494,5378,2561,628821,135542
wang777,no skin,20,25646,145,26,37,无书院,无巾帼,1,0,2,163,375,770,761,415,1420,628,14,774,466,4895,2425,316696,82661
wang7777,no skin,20,26979,140,27,48,无书院,无巾帼,0,0,3,56,170,816,754,561,1398,574,382,917,387,6242,2942,611955,155707
pgh123,skin,20,18000,145,43,18,书院,无巾帼,0,2,2,238,818,816,495,1933,6484,557,820,1607,402,13256,6111,504,354888
pgh1234,no skin,20,15010,144,46,9,书院,无巾帼,0,2,2,137,824,814,533,1815,8142,583,807,1519,355,11638,5402,1685,328979
pgh12345,no skin,20,15013,146,41,15,书院,无巾帼,2,1,4,73,887,879,649,1346,6184,1199,870,1635,420,10290,5134,954,352441
pgh123456,no skin,20,25443,145,33,25,书院,无巾帼,2,1,4,122,484,933,593,1297,7579,1355,1574,1794,409,10153,5182,9104,383652
pgh1234567,no skin,20,32309,145,31,52,无书院,无巾帼,0,1,2,89,847,692,1042,1831,8764,619,1105,1165,562,9381,4634,2155,314460
pgh12345678,no skin,20,26467,149,32,49,无书院,无巾帼,1,1,0,146,643,641,420,2468,6816,1126,776,1184,488,9184,4390,5442,388601
pgh123456789,no skin,20,23989,145,27,9,无书院,无巾帼,0,1,3,89,407,532,235,2792,6896,3210,813,1600,591,10477,5325,153651,362623
