pby123,no skin,20,11224,147,30,5,无书院,无巾帼,0,1,3,120,525,508,237,2456,6688,10,931,770,452,7418,3927,3430,206677
pby1234,no skin,20,15338,148,23,51,无书院,无巾帼,2,1,5,17,642,615,656,2097,6959,10,938,897,525,7702,3764,2590,198993
pby12345,no skin,20,16222,145,24,3,无书院,无巾帼,1,1,4,174,940,786,1089,934,2486,603,941,597,534,7526,3998,2635,181007
pby123456,no skin,20,25590,145,32,45,无书院,无巾帼,1,1,2,126,892,887,881,1015,6423,558,960,949,562,7422,3785,340,190945
pby1234567,no skin,20,10441,142,44,52,书院,无巾帼,2,1,3,141,787,839,984,687,1638,10,955,1033,584,6853,3471,2000,159708
pby12345678,no skin,20,6732,141,35,44,书院,无巾帼,2,1,3,51,460,789,799,671,1669,10,809,892,1043,5896,3077,302674,135218
pby123456789,no skin,20,8884,145,17,32,无书院,巾帼,1,1,5,35,489,500,536,853,1719,661,755,746,913,6497,3358,129513,134916
1358177 yubei,skin,20,29245,153,47,12,无书院,巾帼,1,0,1,671,823,820,759,2650,9296,2352,2083,1037,297,11454,6630,621,134115
1770994 yubeiyi,no skin,20,11612,148,48,7,书院,无巾帼,0,0,4,519,1065,1049,748,2001,9976,835,1828,1571,387,11093,6167,5604,375766
1861216 jia,no skin,20,15412,160,34,20,书院,巾帼,1,0,0,204,272,215,296,2693,5580,1932,2093,955,341,12286,5398,29378,72887
12160829 yi,no skin,20,13290,160,32,68,书院,无巾帼,1,0,2,193,243,444,185,2683,5491,1936,1755,1034,385,10806,6164,17673,95381
134886 bing,no skin,20,13682,156,34,63,书院,无巾帼,0,0,5,216,197,585,554,2562,5450,2322,4485,1848,377,12148,6808,781,61124
88699777 ding,no skin,20,10533,154,33,63,书院,无巾帼,1,0,2,191,165,321,170,2672,5495,1906,1836,1004,384,11524,6966,7482,287004
