pby123,no skin,16,10366,147,24,2,无书院,无巾帼,0,1,3,87,485,474,206,1986,5564,13,1299,724,374,5869,3277,3430,77952
pby1234,no skin,17,9721,148,17,49,无书院,无巾帼,2,1,5,45,582,551,592,1696,5823,27,1344,835,460,6175,3125,2590,89037
pby12345,no skin,18,6930,145,18,1,无书院,无巾帼,1,1,4,184,903,752,1058,423,1338,81,1322,584,468,5926,3381,2635,47572
pby123456,no skin,20,8312,144,26,45,无书院,无巾帼,1,1,2,141,861,854,852,553,5533,64,1366,911,509,5877,3154,340,54914
pby1234567,no skin,16,30462,142,33,47,无书院,无巾帼,2,1,3,108,756,810,953,217,486,147,1364,973,494,5341,2826,2000,64193
pby12345678,no skin,16,27371,141,25,43,无书院,无巾帼,2,1,3,20,430,759,770,199,470,145,1218,857,958,4318,2429,302674,54246
pby123456789,no skin,16,6829,144,11,29,无书院,巾帼,1,1,5,32,458,464,503,344,554,202,1239,782,850,4998,2778,12,80657
1358177 yubei,skin,20,4862,152,41,11,无书院,巾帼,1,0,1,641,793,791,733,2181,8147,1870,2507,1314,237,9260,5787,621,78419
1770994 yubeiyi,no skin,15,4564,147,42,3,书院,无巾帼,0,0,4,482,1030,1013,711,1474,8818,307,2246,1659,308,8967,5312,5604,270411
1861216 jia,no skin,20,6739,160,27,5,书院,无巾帼,1,0,0,173,238,174,264,2209,4376,1414,2249,1248,240,9833,4498,29378,257647
12160829 yi,no skin,16,11466,160,26,66,书院,无巾帼,1,0,2,159,209,409,150,2209,4349,1428,1851,1337,303,8656,5322,17673,288388
134886 bing,no skin,16,9197,154,28,60,书院,无巾帼,0,0,5,175,163,548,521,2148,4290,1828,4535,2122,308,10027,5938,781,258475
88699777 ding,no skin,16,6853,154,27,60,书院,无巾帼,1,0,2,154,134,288,137,2197,4368,1402,1955,1110,312,9383,6111,7482,486667
