pby123,no skin,18,10928,147,30,5,无书院,无巾帼,0,1,3,91,492,478,208,2163,6261,241,1600,967,413,6927,3683,3430,165909
pby1234,no skin,20,7134,148,23,51,无书院,无巾帼,2,1,5,49,583,556,596,1893,6544,258,1574,1086,499,7245,3533,2590,173706
pby12345,no skin,20,7825,145,24,3,无书院,无巾帼,1,1,4,143,910,757,1058,647,2056,322,1587,803,508,7011,3793,2635,138715
pby123456,no skin,20,16864,145,32,45,无书院,无巾帼,1,1,2,97,865,857,854,759,6013,295,1614,1145,538,6952,3572,340,146853
pby1234567,no skin,18,9726,142,44,52,书院,无巾帼,2,1,3,114,760,813,955,398,1219,407,1616,1227,541,6374,3243,2000,139178
pby12345678,no skin,18,5296,141,35,44,书院,无巾帼,2,1,3,23,435,763,774,414,1237,403,1483,1093,1004,5419,2865,302674,118298
pby123456789,no skin,18,7619,145,17,32,无书院,巾帼,1,1,5,4,460,469,505,570,1296,399,1421,943,889,5992,3149,240404,142148
1358177 yubei,skin,20,19974,153,47,12,无书院,巾帼,1,0,1,648,798,795,736,2389,8865,2081,2951,1220,270,10754,6339,621,115673
1770994 yubeiyi,no skin,17,13733,148,48,7,书院,无巾帼,0,0,4,490,1036,1017,718,1726,9545,544,2736,1591,351,10438,5854,5604,339788
1861216 jia,no skin,20,4896,160,34,20,书院,巾帼,1,0,0,176,244,185,268,2406,5145,1635,2847,1135,302,11487,5071,29378,99824
12160829 yi,no skin,18,13142,160,32,68,书院,无巾帼,1,0,2,166,215,417,156,2393,5049,1646,2323,1207,346,10136,5889,17673,125828
134886 bing,no skin,18,12692,156,34,63,书院,无巾帼,0,0,5,181,165,551,524,2288,5001,2045,4997,2017,342,11490,6510,781,88970
88699777 ding,no skin,18,8012,154,33,63,书院,无巾帼,1,0,2,165,137,294,142,2385,5065,1619,2409,1005,346,10854,6648,7482,317763
