pgh1234567,2,0,935,3,34080,0,0,45,9685,176
pgh12345678,2,0,810,3,33180,0,0,40,10805,182
pgh123456789,2,0,805,3,33720,0,0,36,11365,188
pby123,2,0,810,3,33180,0,0,34,10085,179
pby1234,2,40,945,0,40500,0,0,209,1905,138
pby12345,2,0,940,5,33180,0,0,44,9125,182
pby123456,2,0,865,8,33540,0,0,38,10565,179
pby1234567,2,0,805,0,34260,0,0,43,10005,191
pby12345678,2,40,895,25,34200,0,0,38,10165,179
pby123456789,2,0,875,0,33900,0,0,36,11185,155
wang77,2,40,85,15,1080,0,0,4,30,130
wang777,2,40,1085,16,900,0,0,4,30,139
wang7777,2,40,350,17,900,0,0,4,5,139
pgh1234567,2,0,935,3,34080,0,0,49,9445,108
pgh12345678,2,0,810,3,33180,0,0,41,10805,117
pgh123456789,2,0,805,3,33720,0,0,37,11365,123
pby123,2,0,810,3,33180,0,0,35,10085,114
pby1234,2,40,945,0,40500,0,0,210,1905,73
pby12345,2,0,940,5,33180,0,0,45,9125,117
pby123456,2,0,865,8,33540,0,0,39,10565,114
pby1234567,2,0,805,0,34260,0,0,44,10005,129
pby12345678,2,40,895,25,34200,0,0,39,10165,114
pby123456789,2,0,875,0,33900,0,0,37,11185,87
wang77,2,40,85,15,1080,0,0,10,95,69
wang777,2,40,1085,16,900,0,0,7,95,84
wang7777,2,40,350,17,900,0,0,10,115,89
pgh1234567,2,0,935,3,34080,0,0,47,8515,150
pgh1234567,2,0,935,3,34080,0,0,47,8515,150
pgh12345678,2,0,810,3,33180,0,0,36,10115,159
pgh1234567,2,0,935,3,34080,0,0,47,8515,150
pgh12345678,2,0,810,3,33180,0,0,36,10115,159
pgh123456789,2,0,805,3,33720,0,0,32,10675,165
pby123,2,0,810,3,33180,0,0,30,9395,156
pby1234,2,40,945,0,40500,0,0,205,1215,115
pby12345,2,0,940,5,33180,0,0,40,8435,159
pby123456,2,0,865,8,33540,0,0,34,9875,156
pby1234567,2,0,805,0,34260,0,0,39,9315,171
pby12345678,2,40,895,25,34200,0,0,34,9475,156
pby123456789,2,0,875,0,33900,0,0,32,10495,129
wang77,2,40,85,13,1080,0,0,10,220,82
wang777,2,40,1085,13,900,0,0,10,40,103
wang7777,2,40,350,15,900,0,0,10,240,104
pgh1234567,2,0,935,3,34080,0,0,43,9940,161
pgh12345678,2,0,810,3,33180,0,0,26,12020,170
pgh123456789,2,0,805,3,33720,0,0,22,12580,176
pby123,2,0,810,3,33180,0,0,20,11300,167
pby1234,2,40,945,0,40500,0,0,195,3120,126
pby12345,2,0,940,5,33180,0,0,30,10340,170
pby123456,2,0,865,6,33900,0,0,28,11460,167
pby1234567,2,0,805,0,34260,0,0,29,11220,182
pby12345678,2,40,895,25,34200,0,0,24,11380,167
pby123456789,2,0,875,0,33900,0,0,22,12400,140
wang77,2,40,85,10,1980,0,0,11,1005,93
wang777,2,40,1085,13,1440,0,0,10,1235,112
wang7777,2,40,350,15,1260,0,0,10,1345,115
pgh1234567,2,0,935,3,34080,0,0,29,9340,217
pgh12345678,2,0,810,3,33180,0,0,9,11660,226
pgh123456789,2,0,805,3,33720,0,0,5,12220,232
pby123,2,0,810,3,33180,0,0,3,10940,223
pby1234,2,40,945,0,40500,0,0,178,2760,182
pby12345,2,0,940,5,33180,0,0,13,9980,226
pby123456,2,0,865,6,33900,0,0,11,11100,223
pby1234567,2,0,805,0,34260,0,0,12,10860,238
pby12345678,2,40,895,19,34740,0,0,19,10300,223
pby123456789,2,0,875,0,33900,0,0,5,12040,196
wang77,2,40,85,10,1980,0,0,0,325,149
wang777,2,40,1085,13,1440,0,0,0,235,168
wang7777,2,40,350,15,1260,0,0,0,345,171
pgh1234567,2,0,3585,7,34620,0,0,0,8555,646
pgh12345678,2,0,3460,10,33180,0,0,0,9365,667
pgh123456789,2,0,3455,7,34260,0,0,0,9605,673
pby123,2,0,3460,7,33720,0,0,0,8165,664
pby1234,2,40,3595,7,40500,0,0,0,13985,623
pby12345,2,0,1590,10,33540,0,0,0,8095,665
pby123456,2,0,1515,13,33900,0,0,0,9055,662
pby1234567,2,0,1455,7,34260,0,0,0,8895,691
pby12345678,2,40,1545,23,35820,0,0,0,8655,662
pby123456789,2,0,1525,7,33900,0,0,0,9515,607
wang77,2,40,25435,121,51660,0,0,0,140,72
wang777,2,40,25785,114,51120,0,0,0,140,70
wang7777,2,40,25700,126,50940,0,0,0,160,72
pgh1234567,2,0,19835,68,68640,0,0,0,8555,366
pgh12345678,2,0,19710,71,67200,0,0,0,9365,397
pgh123456789,2,0,19705,68,68280,0,0,0,9605,403
pby123,2,0,19710,68,67740,0,0,0,8165,394
pby1234,2,40,19845,68,74520,0,0,0,13985,353
pby12345,2,0,17840,71,67560,0,0,0,8095,395
pby123456,2,0,17765,74,67920,0,0,0,9055,392
pby1234567,2,0,17705,68,68280,0,0,0,8895,431
pby12345678,2,40,17795,84,69840,0,0,0,8655,392
pby123456789,2,0,17775,68,67920,0,0,0,9515,317
wang77,2,40,41685,182,85680,0,0,0,140,0
wang777,2,40,42035,175,85140,0,0,0,140,0
wang7777,2,40,41950,187,84960,0,0,0,160,0
pgh1234567,2,0,24385,54,83760,0,0,40,8555,282
pgh12345678,2,0,24260,57,82320,0,0,40,9365,316
pgh123456789,2,0,24255,54,83400,0,0,40,9605,322
pby123,2,0,24260,54,82860,0,0,40,8165,313
pby1234,3,20,20995,63,1080,0,0,49,15185,272
pby12345,2,0,22390,57,82680,0,0,40,8095,314
pby123456,2,0,22315,60,83040,0,0,40,9055,311
pby1234567,2,0,22255,54,83400,0,0,40,8895,353
pby12345678,2,40,22345,70,84960,0,0,40,8655,311
pby123456789,2,0,22325,54,83040,0,0,40,9515,230
wang77,3,80,39685,167,1080,0,0,27,10940,0
wang777,3,80,40035,163,0,0,0,21,11420,0
wang7777,3,50,39950,175,0,0,0,21,11440,0
pgh1234567,2,0,23385,24,89160,0,0,95,2255,338
pgh12345678,2,0,23260,27,87720,0,0,95,3065,375
pgh123456789,2,0,23255,24,88800,0,0,95,3305,381
pby123,2,0,23260,24,88260,0,0,95,1865,372
pby1234,3,20,20995,63,1080,0,0,67,13445,331
pby12345,3,80,22390,30,0,0,0,92,1795,373
pby123456,3,50,22315,33,540,0,0,92,2800,369
pby1234567,3,200,22255,27,0,0,0,92,2730,412
pby12345678,3,50,22345,58,0,0,0,72,4890,356
pby123456789,2,0,21325,24,88440,0,0,95,3350,280
wang77,3,80,39685,167,1080,0,0,45,9335,41
wang777,3,80,40035,163,0,0,0,39,10265,30
wang7777,3,50,39950,175,0,0,0,39,9835,27
pgh1234567,3,260,23385,24,540,0,0,122,5540,505
pgh12345678,3,20,23260,27,540,0,0,89,8990,542
pgh123456789,3,200,23255,24,540,0,0,89,9230,548
pby123,3,110,23260,24,540,0,0,89,7790,539
pby1234,3,20,20995,63,1080,0,0,58,19850,498
pby12345,3,80,22390,30,0,0,0,83,8200,540
pby123456,3,50,22315,33,540,0,0,83,9205,536
pby1234567,3,200,22255,27,0,0,0,83,9135,579
pby12345678,3,50,22345,58,0,0,0,63,11295,523
pby123456789,3,140,21325,24,540,0,0,89,9275,447
wang77,3,80,39685,167,1080,0,0,36,15740,208
wang777,3,80,40035,163,0,0,0,30,16670,197
wang7777,3,50,39950,175,0,0,0,30,16240,194
