pby123,no skin,16,16160,147,24,2,无书院,无巾帼,0,1,3,88,487,476,206,2044,5768,58,1158,832,385,6231,3424,3430,102216
pby1234,no skin,17,15211,148,17,49,无书院,无巾帼,2,1,5,45,582,552,593,1769,6044,75,1160,954,471,6552,3273,2590,111629
pby12345,no skin,18,13259,145,18,1,无书院,无巾帼,1,1,4,137,906,753,1058,531,1538,129,1137,695,480,6321,3556,2635,73741
pby123456,no skin,20,13702,145,26,45,无书院,无巾帼,1,1,2,92,861,855,853,639,5530,112,1202,1020,520,6257,3296,340,80512
pby1234567,no skin,16,37142,142,33,47,无书院,无巾帼,2,1,3,110,758,812,953,268,682,192,1183,1082,506,5719,2979,2000,85930
pby12345678,no skin,16,32731,141,25,43,无书院,无巾帼,2,1,3,21,433,760,771,265,681,190,1075,964,969,4692,2567,302674,72110
pby123456789,no skin,16,12069,145,11,29,无书院,巾帼,1,1,5,2,458,465,503,419,777,237,1014,841,861,5304,2890,423048,79269
1358177 yubei,skin,20,12404,153,41,11,无书院,巾帼,1,0,1,644,794,793,733,2242,8355,1908,2351,988,248,9717,5931,621,88509
1770994 yubeiyi,no skin,15,11504,148,42,3,书院,无巾帼,0,0,4,485,1031,1017,713,1562,9024,352,2132,1369,319,9450,5501,5604,272491
1861216 jia,no skin,20,14953,160,27,5,书院,无巾帼,1,0,0,175,240,176,265,2276,4593,1452,2136,918,252,10337,4653,29378,221876
12160829 yi,no skin,16,17527,160,26,66,书院,无巾帼,1,0,2,163,210,413,152,2248,4544,1463,1707,998,314,9125,5467,17673,251273
134886 bing,no skin,16,16291,154,28,60,书院,无巾帼,0,0,5,177,163,549,522,2185,4489,1863,4374,1798,320,10501,6058,781,222312
88699777 ding,no skin,16,12394,154,27,60,书院,无巾帼,1,0,2,158,135,292,137,2258,4564,1437,1799,773,324,9859,6253,7482,449352
