pby123,no skin,18,6011,147,27,2,无书院,无巾帼,0,1,3,89,487,476,206,2092,5888,83,1287,880,406,6445,3506,3430,119482
pby1234,no skin,19,4769,148,20,49,无书院,无巾帼,2,1,5,47,582,553,594,1804,6171,100,1285,1000,492,6784,3364,2590,127731
pby12345,no skin,20,2495,145,21,1,无书院,无巾帼,1,1,4,139,906,753,1058,564,1665,154,1274,730,501,6535,3638,2635,90395
pby123456,no skin,20,12657,145,29,45,无书院,无巾帼,1,1,2,94,862,856,854,666,5647,137,1322,1057,531,6464,3397,340,96764
pby1234567,no skin,18,5438,142,41,47,书院,无巾帼,2,1,3,112,758,813,953,318,852,250,1316,1130,534,5922,3081,2000,99749
pby12345678,no skin,18,1668,141,32,43,书院,无巾帼,2,1,3,22,433,761,771,331,865,246,1202,1012,997,4953,2677,302674,85296
pby123456789,no skin,18,3324,145,14,29,无书院,巾帼,1,1,5,2,458,467,505,464,913,255,1130,875,882,5518,2983,370864,95463
1358177 yubei,skin,20,11813,153,44,11,无书院,巾帼,1,0,1,646,795,793,734,2271,8473,1926,2558,1095,263,10072,6107,621,94565
1770994 yubeiyi,no skin,17,4600,148,45,3,书院,无巾帼,0,0,4,486,1032,1017,713,1602,9148,377,2333,1473,344,9801,5653,5604,294341
1861216 jia,no skin,20,15357,160,30,6,书院,无巾帼,1,0,0,175,243,177,265,2305,4715,1471,2340,1021,268,10740,4814,29378,185776
12160829 yi,no skin,18,7667,160,29,66,书院,无巾帼,1,0,2,163,210,415,153,2287,4667,1481,1901,1094,339,9491,5648,17673,214287
134886 bing,no skin,18,6797,154,31,60,书院,无巾帼,0,0,5,179,163,550,523,2224,4605,1881,4571,1895,335,10866,6285,781,183254
88699777 ding,no skin,18,2844,154,30,60,书院,无巾帼,1,0,2,158,136,292,138,2304,4679,1455,2013,883,339,10190,6422,7482,406096
