pby123,no skin,20,9232,149,32,6,无书院,无巾帼,0,1,3,123,526,511,238,2613,7118,192,684,904,480,8003,4182,3430,246192
pby1234,no skin,20,11560,148,26,51,无书院,无巾帼,2,1,5,20,648,618,656,2295,7379,192,685,1022,553,8245,4005,2590,254600
pby12345,no skin,20,12166,145,27,5,无书院,无巾帼,1,1,4,177,942,790,1092,1099,2918,785,687,720,561,8124,4230,2635,237960
pby123456,no skin,20,4819,147,39,45,书院,无巾帼,1,1,2,143,905,901,893,1203,6892,736,697,1085,650,7963,4030,340,212294
pby1234567,no skin,20,8728,142,46,53,书院,无巾帼,2,1,3,142,789,841,986,837,2065,189,710,1164,611,7397,3727,2000,206345
pby12345678,no skin,20,7743,141,36,45,书院,无巾帼,2,1,3,53,463,790,800,842,2120,189,545,1009,1071,6457,3324,302674,179457
pby123456789,no skin,20,9635,145,18,33,无书院,巾帼,1,1,5,38,492,502,539,1008,2155,824,460,840,940,7018,3578,53,182307
1358177 yubei,skin,20,8558,155,52,15,书院,巾帼,1,0,1,676,824,822,760,2824,9789,2530,1920,1171,368,12214,6912,621,130784
1770994 yubeiyi,no skin,20,10559,150,51,12,书院,无巾帼,0,0,4,543,1088,1075,771,2229,10431,1037,1700,1736,423,11841,6468,4095,361118
1861216 jia,no skin,20,11838,160,37,20,书院,巾帼,1,0,0,206,275,220,298,2858,6025,2102,2068,1126,369,13187,5703,29378,138698
12160829 yi,no skin,20,10468,161,35,70,书院,无巾帼,1,0,2,198,244,449,189,2846,5910,2071,1660,1179,412,11576,6476,17673,131676
134886 bing,no skin,20,8615,156,37,64,书院,无巾帼,0,0,5,219,198,590,554,2723,5889,2460,4354,1977,404,12890,7088,781,124846
88699777 ding,no skin,20,7714,155,35,65,书院,无巾帼,1,0,2,194,167,326,172,2836,5931,2042,1696,1139,411,12292,7246,7482,353823
