pby123,no skin,20,27573,149,35,7,无书院,无巾帼,0,1,3,183,582,567,293,3072,8075,683,499,892,515,9323,4618,3430,340557
pby1234,no skin,20,29581,148,29,51,无书院,无巾帼,2,1,5,24,652,621,660,2469,8270,550,481,930,569,9467,4412,2590,371799
pby12345,no skin,20,30864,145,30,5,无书院,无巾帼,1,1,4,181,942,796,1099,1307,3771,1145,465,608,577,9394,4607,2635,361881
pby123456,no skin,20,26616,147,42,45,书院,无巾帼,1,1,2,148,910,903,898,1380,7772,1084,443,997,665,9203,4423,340,326160
pby1234567,no skin,20,27176,142,49,53,书院,无巾帼,2,1,3,144,793,846,990,992,2911,528,500,1056,627,8647,4099,2000,310521
pby12345678,no skin,20,24413,142,39,45,书院,无巾帼,2,1,3,56,467,793,802,1021,2951,527,315,909,1086,7778,3716,302674,278045
pby123456789,no skin,20,27911,145,21,33,无书院,巾帼,1,1,5,43,495,505,542,1201,3012,1156,224,739,955,8240,3970,281354,285610
1358177 yubei,skin,20,27696,155,55,15,书院,巾帼,1,0,1,685,831,829,764,3048,10646,2885,1978,1164,388,14031,7454,621,182981
1770994 yubeiyi,no skin,20,29887,150,54,12,书院,无巾帼,0,0,4,547,1096,1082,778,2438,11287,1399,1693,1729,439,13523,6998,4095,399267
1861216 jia,no skin,20,31559,160,40,22,书院,巾帼,1,0,0,218,277,226,303,3044,6917,2488,2241,1138,390,15194,6321,29378,261019
12160829 yi,no skin,20,30230,161,39,72,书院,无巾帼,1,0,2,211,247,454,192,3062,6799,2426,1679,1210,433,13349,7044,17673,215008
134886 bing,no skin,20,27532,156,40,65,书院,无巾帼,0,0,5,228,202,597,559,2920,6772,2814,4389,2003,425,14613,7631,781,269387
88699777 ding,no skin,20,26742,155,38,65,书院,无巾帼,1,0,2,200,171,332,178,3019,6806,2394,1780,1159,430,14085,7807,7482,502407
