pby123,no skin,18,7598,147,30,5,无书院,无巾帼,0,1,3,90,490,476,208,2142,6143,216,1478,938,408,6794,3626,3430,147477
pby1234,no skin,20,2977,148,23,51,无书院,无巾帼,2,1,5,48,583,556,596,1859,6422,233,1464,1054,494,7110,3483,2590,155032
pby12345,no skin,20,4301,145,24,3,无书院,无巾帼,1,1,4,141,909,755,1058,617,1933,297,1470,774,503,6872,3744,2635,119217
pby123456,no skin,20,12789,145,32,45,无书院,无巾帼,1,1,2,96,863,857,854,721,5904,270,1508,1111,533,6826,3509,340,128477
pby1234567,no skin,18,5977,142,44,52,书院,无巾帼,2,1,3,113,759,813,954,364,1101,382,1504,1193,536,6238,3185,2000,123400
pby12345678,no skin,18,1883,141,35,44,书院,无巾帼,2,1,3,23,434,762,772,382,1126,378,1397,1065,999,5270,2802,302674,103808
pby123456789,no skin,18,4165,145,17,32,无书院,巾帼,1,1,5,4,459,468,505,533,1175,375,1315,921,884,5854,3087,292588,125068
1358177 yubei,skin,20,13501,153,47,12,无书院,巾帼,1,0,1,648,796,794,736,2349,8743,2057,2816,1171,265,10554,6260,621,107727
1770994 yubeiyi,no skin,17,8549,148,48,7,书院,无巾帼,0,0,4,489,1035,1017,715,1682,9423,522,2597,1544,346,10231,5787,5604,315554
1861216 jia,no skin,20,17756,160,33,9,书院,无巾帼,1,0,0,175,243,182,267,2365,4994,1614,2668,1091,270,11262,4974,29378,134152
12160829 yi,no skin,18,9280,160,32,68,书院,无巾帼,1,0,2,165,215,415,154,2362,4936,1625,2167,1170,341,9962,5803,17673,160344
134886 bing,no skin,18,8885,156,34,63,书院,无巾帼,0,0,5,181,163,550,524,2272,4885,2024,4840,1976,337,11329,6428,781,126786
88699777 ding,no skin,18,4068,154,33,63,书院,无巾帼,1,0,2,162,137,294,140,2355,4952,1598,2272,961,341,10671,6567,7482,354091
