profile,姓名,id,等级,武力,战力,满武力,书籍经验,总资质
wang25687,零零发,1,350,410,7.23,410,9,448
wang25687,鳌拜,2,350,578,10.20,593,3126,675
wang25687,和珅,3,300,173,2.61,178,1094,268
wang25687,郑板桥,4,300,168,2.54,189,4373,463
wang25687,喜来乐,5,300,107,1.62,138,6224,350
wang25687,苏乞儿,6,350,586,10.34,673,17565,622
wang25687,李卫,7,300,133,2.01,140,1495,279
wang25687,刘伯温,8,350,454,8.03,455,253,673
wang25687,林则徐,9,350,230,4.06,320,18001,787
wang25687,方世玉,10,400,495,10.03,514,3877,570
wang25687,多尔衮,11,400,500,10.08,515,3064,549
wang25687,左宗棠,12,400,500,10.10,519,3982,565
wang25687,张之洞,13,400,506,10.20,541,7068,682
wang25687,蒲松龄,14,300,126,1.90,152,5260,297
wang25687,李鸿章,15,300,181,2.74,196,3055,356
wang25687,李寻欢,16,400,500,10.10,510,2092,588
wang25687,索尼,17,300,144,2.18,162,3719,305
wang25687,胡雪岩,18,300,157,2.37,244,17444,371
wang25687,曹雪芹,19,300,187,2.83,195,1629,377
wang25687,海大富,20,400,507,10.24,518,2385,579
wang25687,华佗,21,300,132,2.00,219,17577,187
wang25687,墨子,22,300,233,3.53,364,26316,436
wang25687,杜甫,23,400,496,10.02,516,4168,644
wang25687,廉颇,24,400,518,10.47,588,14087,570
wang25687,庄周,25,300,143,2.16,161,3707,266
wang25687,李元芳,26,400,496,10.02,500,806,553
wang25687,鲁班,27,300,48,.72,52,976,115
wang25687,孙武,28,400,498,10.04,515,3430,532
wang25687,张良,29,135,22,.15,68,9361,44
wang25687,姜子牙,30,300,18,.27,31,2702,73
wang25687,孙膑,31,51,13,.03,27,2895,38
wang25687,关羽,33,400,1948,40.96,1995,9520,2144
wang25687,张飞,34,400,499,10.17,522,4759,648
wang25687,赵云,35,400,505,10.91,536,6351,604
wang25687,马超,36,400,577,11.78,695,23794,661
wang25687,黄忠,37,400,545,11.10,677,26531,595
wang25687,诸葛亮,38,500,645,16.68,654,1952,3006
wang25687,庞统,39,400,519,10.64,705,37336,738
wang25687,周瑜,40,400,498,10.10,755,51501,622
wang25687,郭嘉,41,400,528,11.02,803,55083,2039
wang25687,荆轲,43,350,570,10.07,727,31566,1384
wang25687,韦小宝,44,400,525,10.61,585,12033,1030
wang25687,黄飞鸿,45,350,569,10.05,643,14801,898
wang25687,李白,46,350,729,12.85,825,19329,987
wang25687,吕布,47,400,662,13.39,720,11743,1044
wang25687,孙尚香,50,400,525,10.61,739,42976,2317
wang25687,关银屏,51,500,4164,108.33,4249,17117,11866
wang25687,马云騄,55,500,523,13.31,561,7685,7205
wang25687,张春华,66,400,504,10.16,602,19744,4155
ssqwerty,零零发,1,400,536,10.81,537,268,624
ssqwerty,鳌拜,2,400,543,10.96,546,694,641
ssqwerty,和珅,3,350,184,3.24,226,8418,565
ssqwerty,郑板桥,4,300,171,2.58,206,7039,520
ssqwerty,喜来乐,5,250,188,2.36,225,7554,386
ssqwerty,苏乞儿,6,400,564,11.39,631,13592,653
ssqwerty,李卫,7,300,176,2.66,192,3308,414
ssqwerty,刘伯温,8,350,470,8.28,502,6569,526
ssqwerty,林则徐,9,350,251,4.42,280,5877,737
ssqwerty,方世玉,10,338,335,5.70,361,5306,383
ssqwerty,多尔衮,11,350,395,6.96,453,11602,441
ssqwerty,左宗棠,12,400,525,10.61,542,3408,586
ssqwerty,张之洞,13,400,494,9.96,515,4380,550
ssqwerty,蒲松龄,14,250,171,2.15,184,2761,364
ssqwerty,李鸿章,15,300,178,2.69,189,2274,358
ssqwerty,李寻欢,16,400,566,11.45,617,10349,632
ssqwerty,索尼,17,300,170,2.57,180,2081,450
ssqwerty,胡雪岩,18,250,191,2.40,200,1952,433
ssqwerty,曹雪芹,19,300,149,2.25,159,2154,502
ssqwerty,海大富,20,400,535,10.82,583,9716,602
ssqwerty,华佗,21,300,157,2.37,166,1918,550
ssqwerty,墨子,22,350,312,5.50,359,9513,629
ssqwerty,杜甫,23,400,500,10.09,511,2239,833
ssqwerty,廉颇,24,400,505,10.19,534,5979,549
ssqwerty,庄周,25,200,32,.32,32,118,61
ssqwerty,李元芳,26,300,400,6.04,472,14533,439
ssqwerty,鲁班,27,59,20,.06,20,70,137
ssqwerty,孙武,28,400,518,10.44,569,10347,574
ssqwerty,张良,29,58,62,.18,63,325,112
ssqwerty,姜子牙,30,58,33,.10,52,3955,91
ssqwerty,孙膑,31,53,20,.05,20,66,135
ssqwerty,关羽,33,400,536,11.86,538,455,599
ssqwerty,张飞,34,400,694,14.25,696,459,819
ssqwerty,赵云,35,400,600,12.52,601,322,684
ssqwerty,马超,36,500,4849,125.85,4919,14057,4878
ssqwerty,黄忠,37,400,608,12.38,610,421,701
ssqwerty,诸葛亮,38,400,537,11.16,542,1022,914
ssqwerty,庞统,39,400,515,10.53,517,445,1000
