profile,姓名,id,等级,武力,战力,满武力,书籍经验,总资质
wang25687,零零发,1,350,380,6.65,393,2787,418
wang25687,鳌拜,2,350,578,10.12,580,402,675
wang25687,和珅,3,300,173,2.60,176,613,268
wang25687,郑板桥,4,300,168,2.52,171,723,463
wang25687,喜来乐,5,300,107,1.60,110,763,350
wang25687,苏乞儿,6,350,586,10.26,666,16070,622
wang25687,李卫,7,300,133,2.00,136,646,279
wang25687,刘伯温,8,350,386,6.75,400,2979,605
wang25687,林则徐,9,350,230,4.03,301,14286,787
wang25687,方世玉,10,400,495,9.90,502,1483,570
wang25687,多尔衮,11,400,500,10.00,503,797,549
wang25687,左宗棠,12,400,500,10.00,506,1234,565
wang25687,张之洞,13,400,506,10.12,516,2071,682
wang25687,蒲松龄,14,300,126,1.89,129,738,297
wang25687,李鸿章,15,300,181,2.71,186,1076,356
wang25687,李寻欢,16,400,500,10.00,503,789,588
wang25687,索尼,17,300,144,2.16,148,883,305
wang25687,胡雪岩,18,300,157,2.35,234,15592,371
wang25687,曹雪芹,19,300,187,2.81,190,701,377
wang25687,海大富,20,400,507,10.14,512,1045,579
wang25687,华佗,21,300,132,1.98,212,16077,187
wang25687,墨子,22,300,233,3.50,347,22827,436
wang25687,杜甫,23,400,496,9.92,503,1434,644
wang25687,廉颇,24,400,518,10.36,581,12688,570
wang25687,庄周,25,300,143,2.15,148,1022,266
wang25687,李元芳,26,400,440,8.80,460,4168,497
wang25687,鲁班,27,300,48,.72,51,652,115
wang25687,孙武,28,400,498,9.96,502,879,532
wang25687,张良,29,127,22,.14,63,8265,44
wang25687,姜子牙,30,300,18,.27,20,427,73
wang25687,孙膑,31,51,13,.03,25,2400,38
wang25687,关羽,33,400,1948,39.96,1966,3731,2144
wang25687,张飞,34,400,499,9.98,504,1015,648
wang25687,赵云,35,400,505,10.10,510,1139,604
wang25687,马超,36,400,577,11.54,664,17515,661
wang25687,黄忠,37,400,541,10.82,653,22402,591
wang25687,诸葛亮,38,500,640,16.00,643,635,3001
wang25687,庞统,39,400,499,9.98,702,40621,718
wang25687,周瑜,40,400,498,9.96,736,47724,622
wang25687,郭嘉,41,400,528,10.56,779,50204,2039
wang25687,荆轲,43,350,570,9.97,700,26103,1384
wang25687,韦小宝,44,400,525,10.50,568,8629,1030
wang25687,黄飞鸿,45,350,569,9.96,639,14029,898
wang25687,李白,46,350,729,12.76,811,16478,987
wang25687,吕布,47,400,662,13.24,705,8628,1044
wang25687,孙尚香,50,400,525,10.50,703,35795,2317
wang25687,关银屏,51,500,4164,107.10,4235,14277,11866
wang25687,马云騄,55,500,523,13.07,531,1748,7205
wang25687,张春华,66,400,504,10.08,577,14699,4155
ssqwerty,零零发,1,400,536,10.72,536,24,624
ssqwerty,鳌拜,2,400,543,10.86,545,498,641
ssqwerty,和珅,3,350,184,3.22,208,4958,565
ssqwerty,郑板桥,4,300,171,2.56,190,3917,520
ssqwerty,喜来乐,5,250,188,2.35,210,4446,386
ssqwerty,苏乞儿,6,400,564,11.28,616,10490,653
ssqwerty,李卫,7,300,176,2.64,184,1772,414
ssqwerty,刘伯温,8,350,470,8.22,501,6251,526
ssqwerty,林则徐,9,350,251,4.39,263,2595,737
ssqwerty,方世玉,10,335,335,5.61,345,2170,383
ssqwerty,多尔衮,11,350,395,6.91,437,8582,441
ssqwerty,左宗棠,12,400,525,10.50,539,2996,586
ssqwerty,张之洞,13,400,494,9.88,513,3954,550
ssqwerty,蒲松龄,14,250,171,2.14,183,2591,364
ssqwerty,李鸿章,15,300,178,2.67,188,2106,358
ssqwerty,李寻欢,16,400,566,11.32,601,7171,632
ssqwerty,索尼,17,300,170,2.55,178,1721,450
ssqwerty,胡雪岩,18,250,191,2.39,198,1590,433
ssqwerty,曹雪芹,19,300,149,2.23,157,1768,502
ssqwerty,海大富,20,400,535,10.70,581,9274,602
ssqwerty,华佗,21,300,157,2.35,164,1530,550
ssqwerty,墨子,22,350,312,5.46,358,9257,629
ssqwerty,杜甫,23,400,500,10.00,509,1909,833
ssqwerty,廉颇,24,400,505,10.10,532,5585,549
ssqwerty,庄周,25,200,32,.32,32,118,61
ssqwerty,李元芳,26,300,400,6.00,456,11347,439
ssqwerty,鲁班,27,59,20,.06,20,70,137
ssqwerty,孙武,28,400,518,10.36,553,7143,574
ssqwerty,张良,29,58,62,.18,63,325,112
ssqwerty,姜子牙,30,58,33,.10,52,3955,91
ssqwerty,孙膑,31,53,20,.05,20,66,135
ssqwerty,关羽,33,400,536,11.72,536,3,599
ssqwerty,张飞,34,400,690,13.80,694,839,815
ssqwerty,赵云,35,400,596,11.92,599,692,680
ssqwerty,马超,36,500,4845,125.12,4917,14519,4874
ssqwerty,黄忠,37,400,608,12.16,609,261,701
ssqwerty,诸葛亮,38,400,537,10.74,539,482,914
ssqwerty,庞统,39,400,500,10.00,514,2977,985
ssqwerty,周瑜,40,400,499,9.98,511,2465,1743
ssqwerty,郭嘉,41,400,570,11.40,583,2666,2364
ssqwerty,匈奴王,42,47,99,.23,163,12810,114
ssqwerty,荆轲,43,400,654,13.08,664,2141,996
ssqwerty,韦小宝,44,400,507,10.14,520,2786,2753
ssqwerty,黄飞鸿,45,400,617,12.34,628,2231,2985
ssqwerty,李白,46,400,521,10.42,531,2024,610
ssqwerty,马云騄,55,500,396,9.90,480,16944,9902
ssqwerty,张星彩,58,500,401,10.03,493,18505,8133
ssqwerty,张辽,59,400,527,10.54,586,11818,645
ssqwerty,乐进,60,400,477,9.54,543,13257,521
ssqwerty,于禁,61,400,529,10.58,586,11545,642
ssqwerty,张郃,62,400,528,10.56,580,10558,633
ssqwerty,徐晃,63,400,382,7.64,447,13138,442
ssqwerty,摸金校尉,64,350,303,5.30,360,11405,357
ssqwerty,张春华,66,500,400,10.00,444,8861,6181
ssqwerty,祝融,68,500,1554,38.85,1570,3216,1619
ssqwerty,高长恭,69,54,173,.47,201,5708,229
ssqwerty,霍去病,71,349,370,6.46,428,11610,453
ssqwerty,陆逊,72,300,413,6.20,480,13573,471
18612160829,零零发,1,400,142,2.84,248,21375,186
18612160829,鳌拜,2,400,156,3.12,213,11556,194
18612160829,和珅,3,250,78,.97,130,10427,140
18612160829,郑板桥,4,300,125,1.88,166,8283,202
18612160829,喜来乐,5,300,160,2.40,213,10794,255
18612160829,苏乞儿,6,400,185,3.70,286,20357,224
18612160829,李卫,7,200,23,.23,25,419,73
18612160829,刘伯温,8,350,108,1.89,185,15523,183
18612160829,林则徐,9,300,107,1.60,159,10598,206
18612160829,方世玉,10,350,100,1.75,190,18137,177
18612160829,多尔衮,11,350,105,1.84,204,19958,172
18612160829,左宗棠,12,350,135,2.36,150,3112,222
18612160829,张之洞,13,350,160,2.80,267,21578,256
18612160829,蒲松龄,14,300,124,1.86,168,8993,229
18612160829,李鸿章,15,300,86,1.29,129,8752,173
18612160829,李寻欢,16,400,365,7.30,500,27050,410
18612160829,索尼,17,250,94,1.18,143,9892,161
18612160829,胡雪岩,18,200,39,.39,39,195,86
18612160829,曹雪芹,19,300,91,1.36,147,11210,189
18612160829,海大富,20,350,159,2.78,217,11750,194
18612160829,华佗,21,300,114,1.71,158,8878,189
18612160829,墨子,22,250,109,1.36,150,8201,168
18612160829,杜甫,23,350,108,1.89,216,21616,179
18612160829,廉颇,24,350,172,3.01,254,16591,203
18612160829,庄周,25,250,102,1.27,152,10111,161
18612160829,李元芳,26,350,96,1.68,171,15127,156
18612160829,鲁班,27,200,89,.89,130,8255,141
18612160829,孙武,28,350,86,1.50,156,14159,117
18612160829,张良,29,200,13,.13,14,304,44
18612160829,姜子牙,30,200,13,.13,13,105,47
18612160829,孙膑,31,200,16,.16,16,94,44
18612160829,关羽,33,500,3489,91.22,3532,8761,3954
18612160829,张飞,34,400,408,8.16,480,14426,439
18612160829,赵云,35,400,2039,41.78,2075,7323,2066
18612160829,马超,36,350,678,11.87,717,7819,707
18612160829,黄忠,37,400,431,8.62,476,9130,460
18612160829,诸葛亮,38,400,741,14.82,755,2896,2288
18612160829,庞统,39,400,284,5.68,386,20486,322
18612160829,周瑜,40,400,490,9.80,526,7341,1244
18612160829,郭嘉,41,500,915,22.88,971,11387,2475
18612160829,匈奴王,42,350,113,1.98,225,22599,128
18612160829,荆轲,43,400,396,7.92,494,19609,2509
18612160829,韦小宝,44,400,207,4.14,337,26007,1910
18612160829,黄飞鸿,45,400,700,14.00,762,12560,2616
18612160829,李白,46,350,612,10.71,651,7873,904
18612160829,关银屏,51,500,5508,143.70,5581,14764,9419
18612160829,马云騄,55,500,202,5.05,280,15725,3555
18612160829,张春华,66,400,34,.68,162,25653,1671
15504973518,零零发,1,350,188,3.29,204,3339,234
15504973518,鳌拜,2,350,282,4.93,296,2989,328
15504973518,和珅,3,250,69,.86,116,9560,110
15504973518,郑板桥,4,300,104,1.56,165,12255,193
15504973518,喜来乐,5,250,102,1.27,171,13814,187
15504973518,苏乞儿,6,350,444,7.77,460,3348,541
15504973518,李卫,7,300,104,1.56,145,8325,212
15504973518,刘伯温,8,350,200,3.50,222,4438,290
15504973518,林则徐,9,250,104,1.30,150,9228,206
15504973518,方世玉,10,350,180,3.15,192,2534,273
15504973518,多尔衮,11,350,190,3.33,213,4732,286
15504973518,左宗棠,12,350,65,1.14,162,19548,150
15504973518,张之洞,13,350,110,1.93,157,9526,185
15504973518,蒲松龄,14,300,174,2.61,214,8003,280
15504973518,李鸿章,15,250,88,1.10,126,7660,163
15504973518,李寻欢,16,350,170,2.98,246,15244,243
15504973518,索尼,17,250,81,1.01,118,7564,143
15504973518,胡雪岩,18,250,72,.90,123,10299,125
15504973518,曹雪芹,19,300,130,1.95,171,8339,222
15504973518,海大富,20,310,96,1.49,174,15664,149
15504973518,华佗,21,250,64,.80,110,9335,127
15504973518,墨子,22,250,64,.80,114,10016,136
15504973518,杜甫,23,350,44,.77,140,19200,127
15504973518,廉颇,24,350,127,2.22,204,15420,185
15504973518,庄周,25,250,64,.80,101,7403,136
15504973518,李元芳,26,250,8,.10,8,35,64
15504973518,鲁班,27,250,28,.35,28,54,59
15504973518,孙武,28,350,106,1.85,186,16157,142
15504973518,张良,29,233,13,.15,13,190,41
15504973518,姜子牙,30,200,14,.14,14,195,42
15504973518,孙膑,31,118,14,.08,14,73,39
15504973518,关羽,33,400,2875,59.50,2973,19669,3116
15504973518,张飞,34,400,1773,35.46,1871,19617,1846
15504973518,赵云,35,391,441,8.62,482,8359,462
15504973518,马超,36,400,444,8.88,472,5661,470
15504973518,黄忠,37,350,152,2.66,256,20836,179
15504973518,诸葛亮,38,400,1016,20.32,1033,3518,3276
15504973518,庞统,39,400,499,9.98,558,11933,1815
15504973518,周瑜,40,350,152,2.66,289,27588,192
15504973518,郭嘉,41,400,264,5.28,327,12799,300
15504973518,荆轲,43,400,402,8.04,495,18686,2805
15504973518,韦小宝,44,400,246,4.92,363,23434,1546
15504973518,黄飞鸿,45,400,349,6.98,445,19349,1845
15504973518,李白,46,350,123,2.15,201,15758,162
15504973518,关银屏,51,500,5034,130.85,5101,13533,7767
15504973518,马云騄,55,440,242,5.32,350,21651,1998
13812788376,零零发,1,400,268,5.36,274,1253,382
13812788376,鳌拜,2,400,336,6.72,341,1135,512
13812788376,和珅,3,350,197,3.45,198,300,285
13812788376,郑板桥,4,300,136,2.04,136,139,195
13812788376,喜来乐,5,350,187,3.27,188,268,262
13812788376,苏乞儿,6,400,339,6.78,351,2431,497
13812788376,李卫,7,350,158,2.77,159,239,216
13812788376,刘伯温,8,400,210,4.20,215,1185,264
13812788376,林则徐,9,300,163,2.44,164,399,214
13812788376,方世玉,10,400,500,10.00,505,1127,566
13812788376,多尔衮,11,400,500,10.00,504,844,554
13812788376,左宗棠,12,400,305,6.10,318,2769,368
13812788376,张之洞,13,390,190,3.71,209,3941,244
13812788376,蒲松龄,14,300,129,1.94,130,289,174
13812788376,李鸿章,15,300,125,1.88,126,254,179
13812788376,李寻欢,16,360,475,8.55,487,2546,630
13812788376,索尼,17,350,137,2.40,138,245,202
13812788376,胡雪岩,18,350,188,3.29,188,183,275
13812788376,曹雪芹,19,350,154,2.69,155,350,234
13812788376,海大富,20,370,308,5.70,321,2667,385
13812788376,华佗,21,350,122,2.13,123,202,167
13812788376,墨子,22,300,113,1.70,114,341,155
13812788376,杜甫,23,360,228,4.10,242,2805,298
13812788376,廉颇,24,350,338,5.92,351,2651,406
13812788376,庄周,25,300,116,1.74,116,150,155
13812788376,李元芳,26,400,176,3.52,193,3409,223
13812788376,鲁班,27,300,38,.57,38,193,62
13812788376,孙武,28,400,422,8.44,433,2313,458
13812788376,张良,29,300,28,.42,28,162,53
13812788376,姜子牙,30,300,28,.42,28,3,50
13812788376,孙膑,31,150,14,.10,14,54,40
13812788376,关羽,33,400,1360,28.20,1464,20815,2214
13812788376,张飞,34,400,316,6.32,321,1003,374
13812788376,赵云,35,400,292,5.84,295,757,430
13812788376,马超,36,400,269,5.38,272,652,301
13812788376,黄忠,37,400,238,4.76,242,922,259
13812788376,诸葛亮,38,400,1061,21.22,1066,1030,2689
13812788376,庞统,39,380,301,5.72,313,2533,350
13812788376,周瑜,40,350,318,5.57,328,2022,354
13812788376,郭嘉,41,400,498,9.96,498,166,681
13812788376,荆轲,43,400,1140,22.80,1340,40055,3550
13812788376,韦小宝,44,400,498,9.96,499,369,1045
13812788376,黄飞鸿,45,400,674,13.48,837,32752,1346
13812788376,李白,46,400,502,10.04,504,529,542
13812788376,关银屏,51,500,2956,75.90,3003,9427,5032
13812788376,马云騄,55,400,17,.34,777,152153,288
13812788376,徐晃,63,400,291,5.82,301,2088,339
457181660,零零发,1,350,98,1.72,100,577,112
457181660,鳌拜,2,350,132,2.31,154,4474,174
457181660,和珅,3,300,97,1.46,102,1193,110
457181660,郑板桥,4,300,98,1.47,106,1798,128
457181660,喜来乐,5,300,104,1.56,118,2812,149
457181660,苏乞儿,6,350,78,1.36,99,4305,101
457181660,李卫,7,300,71,1.06,81,2112,110
457181660,刘伯温,8,350,88,1.54,116,5756,123
457181660,林则徐,9,300,116,1.74,131,3126,151
457181660,方世玉,10,350,85,1.49,100,3137,122
457181660,多尔衮,11,350,75,1.31,94,3974,131
457181660,左宗棠,12,350,65,1.14,101,7229,105
457181660,张之洞,13,350,122,2.13,155,6757,179
457181660,蒲松龄,14,300,86,1.29,94,1722,126
457181660,李鸿章,15,300,91,1.36,106,3007,144
457181660,李寻欢,16,350,86,1.50,121,7175,118
457181660,索尼,17,300,109,1.64,116,1536,148
457181660,胡雪岩,18,300,81,1.22,132,10206,116
457181660,曹雪芹,19,300,77,1.16,84,1417,136
457181660,海大富,20,350,97,1.70,144,9582,119
457181660,华佗,21,300,64,.96,69,1196,106
457181660,墨子,22,300,90,1.35,110,4136,117
457181660,杜甫,23,360,108,1.94,151,8608,151
457181660,廉颇,24,350,124,2.17,149,5112,151
457181660,庄周,25,300,81,1.22,95,2834,140
457181660,李元芳,26,350,120,2.10,133,2652,155
457181660,鲁班,27,300,23,.34,24,289,48
457181660,孙武,28,300,48,.72,50,575,73
457181660,张良,29,100,13,.07,13,0,35
457181660,姜子牙,30,35,15,.03,22,1490,37
457181660,孙膑,31,6,13,.00,13,30,35
457181660,关羽,33,400,652,13.04,691,7997,722
457181660,张飞,34,400,2161,44.22,2221,12132,2299
457181660,赵云,35,350,159,2.78,247,17700,177
457181660,马超,36,360,332,5.98,335,731,430
457181660,黄忠,37,400,398,7.96,399,390,412
457181660,诸葛亮,38,400,497,9.94,497,143,529
457181660,庞统,39,400,497,9.94,497,83,524
457181660,周瑜,40,400,1626,32.52,1662,7342,3092
457181660,郭嘉,41,350,621,10.87,669,9726,1018
457181660,荆轲,43,400,498,9.96,500,445,636
457181660,韦小宝,44,400,498,9.96,506,1685,1327
457181660,黄飞鸿,45,400,495,9.90,519,4830,2345
457181660,李白,46,400,696,13.92,717,4351,1787
457181660,关银屏,51,400,340,6.80,422,16466,1294
457181660,马云騄,55,400,509,10.18,517,1633,1920
457181660,张辽,59,350,75,1.31,97,4485,114
457181660,张春华,66,360,97,1.75,362,53072,146
z7211191,零零发,1,300,116,1.74,144,5651,148
z7211191,鳌拜,2,300,172,2.58,192,4116,219
z7211191,和珅,3,150,17,.13,20,779,42
z7211191,郑板桥,4,250,110,1.38,117,1548,165
z7211191,喜来乐,5,200,58,.58,64,1385,135
z7211191,苏乞儿,6,300,134,2.01,209,15145,177
z7211191,李卫,7,153,62,.47,67,1129,106
z7211191,刘伯温,8,300,100,1.50,129,5939,164
z7211191,林则徐,9,200,60,.60,66,1396,115
z7211191,方世玉,10,300,65,.97,110,9132,140
z7211191,多尔衮,11,250,70,.88,118,9752,121
z7211191,左宗棠,12,250,40,.50,73,6729,101
z7211191,张之洞,13,250,64,.80,103,7904,146
z7211191,蒲松龄,14,200,77,.77,84,1525,124
z7211191,李鸿章,15,200,79,.79,88,1806,142
z7211191,李寻欢,16,350,421,7.37,433,2440,552
z7211191,索尼,17,250,104,1.30,109,1156,172
z7211191,胡雪岩,18,150,27,.20,31,993,56
z7211191,曹雪芹,19,250,102,1.27,108,1355,161
z7211191,海大富,20,300,171,2.56,199,5709,228
z7211191,华佗,21,150,48,.36,55,1407,92
z7211191,墨子,22,250,80,1.00,88,1755,132
z7211191,杜甫,23,300,60,.90,111,10343,118
z7211191,廉颇,24,300,203,3.04,262,11823,271
z7211191,庄周,25,250,76,.95,83,1519,131
z7211191,李元芳,26,250,76,.95,125,9928,115
z7211191,鲁班,27,150,14,.10,14,58,42
z7211191,孙武,28,300,64,.96,92,5773,92
z7211191,张良,29,150,15,.11,15,110,37
z7211191,姜子牙,30,150,13,.10,14,200,38
z7211191,孙膑,31,45,16,.04,16,160,41
z7211191,关羽,33,400,1592,31.84,1609,3489,1619
z7211191,张飞,34,350,299,5.23,364,13096,325
z7211191,赵云,35,350,262,4.58,341,15817,283
z7211191,马超,36,400,2389,49.78,2395,1287,2413
z7211191,黄忠,37,350,306,5.36,371,13118,333
z7211191,诸葛亮,38,400,569,11.38,570,393,1817
z7211191,庞统,39,350,286,5.00,344,11692,319
z7211191,周瑜,40,350,182,3.19,238,11232,218
z7211191,郭嘉,41,400,654,13.08,656,407,2185
z7211191,荆轲,43,300,78,1.17,108,6005,132
z7211191,韦小宝,44,350,213,3.73,240,5536,928
z7211191,黄飞鸿,45,350,308,5.39,366,11627,492
z7211191,孙尚香,50,500,644,16.10,673,5871,4906
z7211191,关银屏,51,500,4444,114.10,4497,10606,6481
z7211191,马云騄,55,400,14,.28,44,6156,109
15686784340,零零发,1,350,88,1.54,91,683,112
15686784340,鳌拜,2,350,98,1.72,99,373,131
15686784340,和珅,3,250,26,.33,31,1157,60
15686784340,郑板桥,4,198,45,.45,49,992,80
15686784340,喜来乐,5,200,50,.50,57,1594,90
15686784340,苏乞儿,6,350,51,.89,103,10491,72
15686784340,李卫,7,250,59,.74,63,837,106
15686784340,刘伯温,8,350,34,.59,56,4445,73
15686784340,林则徐,9,200,56,.56,60,914,92
15686784340,方世玉,10,350,35,.61,92,11540,85
15686784340,多尔衮,11,350,30,.53,90,12182,67
15686784340,左宗棠,12,350,30,.53,84,10802,70
15686784340,张之洞,13,350,42,.73,72,6153,87
15686784340,蒲松龄,14,250,57,.71,61,945,112
15686784340,李鸿章,15,200,40,.40,51,2346,80
15686784340,李寻欢,16,330,169,2.79,181,2430,218
15686784340,索尼,17,250,41,.51,47,1261,94
15686784340,胡雪岩,18,200,34,.34,45,2386,66
15686784340,曹雪芹,19,200,32,.32,42,2069,73
15686784340,海大富,20,350,111,1.94,129,3647,143
15686784340,华佗,21,300,62,.93,72,2074,117
15686784340,墨子,22,200,38,.38,44,1208,70
15686784340,杜甫,23,350,80,1.40,130,10018,138
15686784340,廉颇,24,350,62,1.08,92,6184,88
15686784340,庄周,25,250,26,.33,37,2312,73
15686784340,李元芳,26,350,32,.56,60,5731,61
15686784340,鲁班,27,200,13,.13,13,143,42
15686784340,孙武,28,200,24,.24,27,764,50
15686784340,张良,29,250,32,.40,37,1168,90
15686784340,姜子牙,30,60,12,.04,12,20,34
15686784340,孙膑,31,31,12,.02,16,870,34
15686784340,关羽,33,400,2028,41.56,2080,10513,2064
15686784340,张飞,34,350,165,2.89,220,11198,179
15686784340,赵云,35,350,96,1.68,101,1103,114
15686784340,马超,36,350,270,4.72,274,918,288
15686784340,黄忠,37,350,92,1.61,98,1329,106
15686784340,诸葛亮,38,400,235,4.70,239,855,750
15686784340,庞统,39,350,67,1.17,96,5851,96
15686784340,周瑜,40,350,65,1.14,133,13641,107
15686784340,郭嘉,41,400,345,6.90,349,824,1997
15686784340,荆轲,43,400,222,4.44,224,515,2201
15686784340,韦小宝,44,350,75,1.31,88,2784,468
15686784340,黄飞鸿,45,400,363,7.26,365,496,2272
15686784340,李白,46,400,525,10.50,527,464,998
15686784340,关银屏,51,400,3108,63.16,3144,7313,4730
15686784340,马云騄,55,400,36,.72,38,552,127
shinecy1126,零零发,1,300,48,.72,68,4019,74
shinecy1126,鳌拜,2,350,122,2.13,152,6155,151
shinecy1126,和珅,3,250,36,.45,42,1307,108
shinecy1126,郑板桥,4,250,35,.44,45,2181,110
shinecy1126,喜来乐,5,300,24,.36,40,3365,133
shinecy1126,苏乞儿,6,350,477,8.35,482,1175,522
shinecy1126,李卫,7,250,35,.44,49,2818,109
shinecy1126,刘伯温,8,350,36,.63,78,8541,121
shinecy1126,林则徐,9,350,34,.59,52,3653,367
shinecy1126,方世玉,10,350,40,.70,98,11727,93
shinecy1126,多尔衮,11,350,505,8.84,505,138,931
shinecy1126,左宗棠,12,350,75,1.31,138,12755,115
shinecy1126,张之洞,13,350,20,.35,59,7936,98
shinecy1126,蒲松龄,14,250,28,.35,50,4593,111
shinecy1126,李鸿章,15,300,45,.68,51,1260,150
shinecy1126,李寻欢,16,350,136,2.38,185,9959,169
shinecy1126,索尼,17,250,14,.17,14,67,54
shinecy1126,胡雪岩,18,200,13,.13,13,80,62
shinecy1126,曹雪芹,19,250,39,.49,45,1202,116
shinecy1126,海大富,20,350,86,1.50,152,13223,107
shinecy1126,华佗,21,250,22,.28,33,2277,97
shinecy1126,墨子,22,300,54,.81,65,2233,137
shinecy1126,杜甫,23,350,92,1.61,142,10195,189
shinecy1126,廉颇,24,350,117,2.05,140,4658,141
shinecy1126,庄周,25,350,28,.49,39,2335,225
shinecy1126,李元芳,26,250,28,.35,35,1454,58
shinecy1126,鲁班,27,300,39,.58,55,3216,154
shinecy1126,孙武,28,350,114,2.00,135,4231,137
shinecy1126,张良,29,250,41,.51,58,3449,128
shinecy1126,姜子牙,30,286,35,.50,41,1252,121
shinecy1126,孙膑,31,1,11,.00,15,915,33
shinecy1126,关羽,33,360,512,9.22,553,8362,745
shinecy1126,张飞,34,350,90,1.57,129,7885,104
shinecy1126,赵云,35,350,120,2.10,167,9479,138
shinecy1126,马超,36,350,147,2.57,208,12278,173
shinecy1126,黄忠,37,250,79,.99,118,7960,93
shinecy1126,诸葛亮,38,350,402,7.04,407,1109,532
shinecy1126,庞统,39,350,84,1.47,121,7568,177
shinecy1126,周瑜,40,350,79,1.38,111,6598,125
shinecy1126,郭嘉,41,400,597,11.94,602,1028,2055
shinecy1126,荆轲,43,400,720,14.40,777,11506,1632
shinecy1126,韦小宝,44,400,351,7.02,353,483,2543
shinecy1126,黄飞鸿,45,350,311,5.44,316,1127,517
shinecy1126,李白,46,350,257,4.50,261,806,543
shinecy1126,关银屏,51,400,3284,66.68,3323,7839,5169
shinecy1126,马云騄,55,400,11,.22,41,6152,102
lonely7201984,零零发,1,350,186,3.25,187,254,198
lonely7201984,鳌拜,2,350,134,2.35,136,416,164
lonely7201984,和珅,3,100,62,.31,70,1734,75
lonely7201984,郑板桥,4,160,70,.56,70,70,108
lonely7201984,喜来乐,5,200,86,.86,86,147,135
lonely7201984,苏乞儿,6,350,139,2.43,143,800,160
lonely7201984,李卫,7,250,70,.88,70,142,110
lonely7201984,刘伯温,8,300,74,1.11,76,578,100
lonely7201984,林则徐,9,250,78,.97,78,182,127
lonely7201984,方世玉,10,350,105,1.84,111,1233,139
lonely7201984,多尔衮,11,350,105,1.84,108,665,136
lonely7201984,左宗棠,12,300,80,1.20,84,876,118
lonely7201984,张之洞,13,300,108,1.62,111,721,164
lonely7201984,蒲松龄,14,200,58,.58,59,207,94
lonely7201984,李鸿章,15,200,86,.86,86,46,141
lonely7201984,李寻欢,16,300,108,1.62,108,126,131
lonely7201984,索尼,17,300,93,1.40,113,4176,153
lonely7201984,胡雪岩,18,150,63,.47,63,58,105
lonely7201984,曹雪芹,19,200,81,.81,81,144,116
