profile,姓名,id,等级,武力,战力,满武力,书籍经验,总资质
wang25687,零零发,1,350,380,6.71,396,3397,418
wang25687,鳌拜,2,350,578,10.20,580,502,675
wang25687,和珅,3,300,173,2.61,176,643,268
wang25687,郑板桥,4,300,168,2.54,171,773,463
wang25687,喜来乐,5,300,107,1.62,110,793,350
wang25687,苏乞儿,6,350,586,10.34,666,16090,622
wang25687,李卫,7,300,133,2.01,136,676,279
wang25687,刘伯温,8,350,386,6.81,404,3663,605
wang25687,林则徐,9,350,230,4.06,301,14296,787
wang25687,方世玉,10,400,495,10.03,502,1511,570
wang25687,多尔衮,11,400,500,10.08,504,959,549
wang25687,左宗棠,12,400,500,10.10,506,1264,565
wang25687,张之洞,13,400,506,10.20,516,2151,682
wang25687,蒲松龄,14,300,126,1.90,130,826,297
wang25687,李鸿章,15,300,181,2.74,186,1130,356
wang25687,李寻欢,16,400,500,10.10,504,813,588
wang25687,索尼,17,300,144,2.18,148,923,305
wang25687,胡雪岩,18,300,157,2.37,235,15670,371
wang25687,曹雪芹,19,300,187,2.83,190,731,377
wang25687,海大富,20,400,507,10.24,512,1099,579
wang25687,华佗,21,300,132,2.00,212,16097,187
wang25687,墨子,22,300,233,3.53,347,22967,436
wang25687,杜甫,23,400,496,10.02,503,1464,644
wang25687,廉颇,24,400,518,10.47,581,12708,570
wang25687,庄周,25,300,143,2.16,148,1052,266
wang25687,李元芳,26,400,440,8.89,463,4774,497
wang25687,鲁班,27,300,48,.72,51,662,115
wang25687,孙武,28,400,498,10.04,502,903,532
wang25687,张良,29,127,22,.14,63,8335,44
wang25687,姜子牙,30,300,18,.27,20,467,73
wang25687,孙膑,31,51,13,.03,25,2430,38
wang25687,关羽,33,400,1948,40.96,1969,4379,2144
wang25687,张飞,34,400,499,10.17,507,1607,648
wang25687,赵云,35,400,505,10.83,514,1959,604
wang25687,马超,36,400,577,11.78,667,18151,661
wang25687,黄忠,37,400,541,11.02,656,23000,591
wang25687,诸葛亮,38,500,640,16.55,644,977,3001
wang25687,庞统,39,400,499,10.23,702,40651,718
wang25687,周瑜,40,400,498,10.10,740,48490,622
wang25687,郭嘉,41,400,528,11.02,779,50268,2039
wang25687,荆轲,43,350,570,10.07,703,26759,1384
wang25687,韦小宝,44,400,525,10.61,568,8745,1030
wang25687,黄飞鸿,45,350,569,10.05,639,14151,898
wang25687,李白,46,350,729,12.85,812,16642,987
wang25687,吕布,47,400,662,13.39,705,8688,1044
wang25687,孙尚香,50,400,525,10.61,706,36381,2317
wang25687,关银屏,51,500,4164,108.33,4235,14297,11866
wang25687,马云騄,55,500,523,13.31,532,1978,7205
wang25687,张春华,66,400,504,10.16,580,15317,4155
ssqwerty,零零发,1,400,536,10.81,536,106,624
ssqwerty,鳌拜,2,400,543,10.96,545,518,641
ssqwerty,和珅,3,350,184,3.24,212,5602,565
ssqwerty,郑板桥,4,300,171,2.58,193,4467,520
ssqwerty,喜来乐,5,250,188,2.36,212,4986,386
ssqwerty,苏乞儿,6,400,564,11.39,619,11060,653
ssqwerty,李卫,7,300,176,2.66,184,1782,414
ssqwerty,刘伯温,8,350,470,8.28,501,6299,526
ssqwerty,林则徐,9,350,251,4.42,266,3145,737
ssqwerty,方世玉,10,335,335,5.65,348,2720,383
ssqwerty,多尔衮,11,350,395,6.96,440,9122,441
ssqwerty,左宗棠,12,400,525,10.61,540,3072,586
ssqwerty,张之洞,13,400,494,9.96,514,4014,550
ssqwerty,蒲松龄,14,250,171,2.15,184,2631,364
ssqwerty,李鸿章,15,300,178,2.69,188,2110,358
ssqwerty,李寻欢,16,400,566,11.45,604,7691,632
ssqwerty,索尼,17,300,170,2.57,179,1817,450
ssqwerty,胡雪岩,18,250,191,2.40,199,1610,433
ssqwerty,曹雪芹,19,300,149,2.25,158,1858,502
ssqwerty,海大富,20,400,535,10.82,582,9504,602
ssqwerty,华佗,21,300,157,2.37,164,1556,550
ssqwerty,墨子,22,350,312,5.50,358,9317,629
ssqwerty,杜甫,23,400,500,10.09,509,1979,833
ssqwerty,廉颇,24,400,505,10.19,533,5625,549
ssqwerty,庄周,25,200,32,.32,32,118,61
ssqwerty,李元芳,26,300,400,6.04,459,11877,439
ssqwerty,鲁班,27,59,20,.06,20,70,137
ssqwerty,孙武,28,400,518,10.44,556,7723,574
ssqwerty,张良,29,58,62,.18,63,325,112
ssqwerty,姜子牙,30,58,33,.10,52,3955,91
ssqwerty,孙膑,31,53,20,.05,20,66,135
ssqwerty,关羽,33,400,536,11.86,536,23,599
ssqwerty,张飞,34,400,690,14.16,694,981,815
ssqwerty,赵云,35,400,596,12.39,600,842,680
ssqwerty,马超,36,500,4845,125.74,4917,14539,4874
ssqwerty,黄忠,37,400,608,12.38,609,291,701
ssqwerty,诸葛亮,38,400,537,11.16,539,516,914
ssqwerty,庞统,39,400,500,10.23,515,3017,985
ssqwerty,周瑜,40,400,499,10.27,511,2583,1743
ssqwerty,郭嘉,41,400,570,11.91,584,2824,2364
ssqwerty,匈奴王,42,47,99,.23,165,13340,114
ssqwerty,荆轲,43,400,654,13.24,665,2309,996
ssqwerty,韦小宝,44,400,507,10.25,521,2826,2753
ssqwerty,黄飞鸿,45,400,617,12.55,628,2251,2985
ssqwerty,李白,46,400,521,10.50,531,2074,610
ssqwerty,马云騄,55,500,396,10.11,480,16974,9902
ssqwerty,张星彩,58,500,401,10.17,494,18617,8133
ssqwerty,张辽,59,400,527,10.70,589,12448,645
ssqwerty,乐进,60,400,477,9.69,546,13817,521
ssqwerty,于禁,61,400,529,10.74,589,12065,642
ssqwerty,张郃,62,400,528,10.72,583,11148,633
ssqwerty,徐晃,63,400,382,7.77,450,13668,442
ssqwerty,摸金校尉,64,350,303,5.35,362,11955,357
ssqwerty,张春华,66,500,400,10.10,444,8953,6181
ssqwerty,祝融,68,500,1554,39.24,1570,3282,1619
ssqwerty,高长恭,69,54,173,.47,204,6316,229
ssqwerty,霍去病,71,349,370,6.53,431,12200,453
ssqwerty,陆逊,72,300,413,6.25,483,14101,471
18612160829,零零发,1,400,142,2.87,252,22105,186
18612160829,鳌拜,2,400,156,3.15,217,12336,194
18612160829,和珅,3,250,78,.98,130,10477,140
18612160829,郑板桥,4,300,125,1.89,166,8343,202
18612160829,喜来乐,5,300,160,2.42,214,10804,255
18612160829,苏乞儿,6,400,185,3.74,289,20933,224
18612160829,李卫,7,200,23,.23,25,419,73
18612160829,刘伯温,8,400,108,2.18,189,16331,183
18612160829,林则徐,9,300,107,1.62,160,10648,206
18612160829,方世玉,10,400,100,2.02,193,18677,177
18612160829,多尔衮,11,350,105,1.85,207,20546,172
18612160829,左宗棠,12,350,135,2.38,153,3656,222
18612160829,张之洞,13,360,160,2.90,270,22148,256
18612160829,蒲松龄,14,300,124,1.87,169,9027,229
18612160829,李鸿章,15,300,86,1.30,130,8828,173
18612160829,李寻欢,16,400,365,7.38,502,27428,410
18612160829,索尼,17,250,94,1.18,143,9966,161
18612160829,胡雪岩,18,200,39,.39,39,195,86
18612160829,曹雪芹,19,300,91,1.38,147,11274,189
18612160829,海大富,20,400,159,3.21,221,12534,194
18612160829,华佗,21,300,114,1.72,158,8898,189
18612160829,墨子,22,250,109,1.37,150,8221,168
18612160829,杜甫,23,350,108,1.91,219,22392,179
18612160829,廉颇,24,350,172,3.04,257,17131,203
18612160829,庄周,25,250,102,1.28,152,10171,161
18612160829,李元芳,26,350,96,1.69,175,15865,156
18612160829,鲁班,27,200,89,.89,130,8299,141
18612160829,孙武,28,350,86,1.52,159,14749,117
18612160829,张良,29,200,13,.13,14,304,44
18612160829,姜子牙,30,200,13,.13,13,105,47
18612160829,孙膑,31,200,16,.16,16,94,44
18612160829,关羽,33,500,3489,91.46,3534,9075,3954
18612160829,张飞,34,400,408,8.44,483,15196,439
18612160829,赵云,35,400,2039,42.28,2075,7353,2066
18612160829,马超,36,350,678,12.09,717,7869,707
18612160829,黄忠,37,400,431,8.77,479,9704,460
18612160829,诸葛亮,38,400,741,15.18,755,2988,2288
18612160829,庞统,39,400,284,5.82,389,21086,322
18612160829,周瑜,40,400,490,10.03,527,7443,1244
18612160829,郭嘉,41,500,915,23.82,973,11631,2475
18612160829,匈奴王,42,350,113,2.00,228,23153,128
18612160829,荆轲,43,400,396,8.04,494,19649,2509
18612160829,韦小宝,44,400,207,4.19,340,26637,1910
18612160829,黄飞鸿,45,400,700,14.21,763,12702,2616
18612160829,李白,46,350,612,10.79,651,7951,904
18612160829,关银屏,51,500,5508,143.95,5582,14804,9419
18612160829,马云騄,55,500,202,5.12,284,16461,3555
18612160829,张春华,66,400,34,.69,165,26283,1671
15504973518,零零发,1,350,188,3.32,212,4873,234
15504973518,鳌拜,2,350,282,4.98,303,4319,328
15504973518,和珅,3,250,69,.87,117,9618,110
15504973518,郑板桥,4,300,104,1.57,165,12295,193
15504973518,喜来乐,5,250,102,1.28,171,13856,187
15504973518,苏乞儿,6,350,444,7.85,466,4424,541
15504973518,李卫,7,300,104,1.57,145,8377,212
15504973518,刘伯温,8,350,200,3.53,229,5858,290
15504973518,林则徐,9,250,104,1.31,150,9228,206
15504973518,方世玉,10,350,180,3.17,200,4038,273
15504973518,多尔衮,11,350,190,3.35,220,6082,286
15504973518,左宗棠,12,350,65,1.15,168,20678,150
15504973518,张之洞,13,350,110,1.94,164,10856,185
15504973518,蒲松龄,14,300,174,2.63,214,8127,280
15504973518,李鸿章,15,250,88,1.11,126,7738,163
15504973518,李寻欢,16,350,170,3.01,251,16388,243
15504973518,索尼,17,250,81,1.02,118,7586,143
15504973518,胡雪岩,18,250,72,.91,123,10345,125
15504973518,曹雪芹,19,300,130,1.97,172,8473,222
15504973518,海大富,20,310,96,1.50,178,16484,149
15504973518,华佗,21,250,64,.81,110,9359,127
15504973518,墨子,22,250,64,.81,114,10016,136
15504973518,杜甫,23,350,44,.78,145,20330,127
15504973518,廉颇,24,350,127,2.25,209,16564,185
15504973518,庄周,25,250,64,.80,101,7465,136
15504973518,李元芳,26,250,8,.10,8,35,64
15504973518,鲁班,27,250,28,.35,28,54,59
15504973518,孙武,28,350,106,1.87,192,17287,142
15504973518,张良,29,233,13,.15,13,190,41
15504973518,姜子牙,30,200,14,.14,14,195,42
15504973518,孙膑,31,118,14,.08,14,73,39
15504973518,关羽,33,400,2875,60.11,2973,19729,3116
15504973518,张飞,34,400,1773,36.38,1871,19745,1846
15504973518,赵云,35,400,441,9.17,485,8967,462
15504973518,马超,36,400,444,9.08,472,5743,470
15504973518,黄忠,37,350,152,2.81,262,22036,179
15504973518,诸葛亮,38,400,1016,21.03,1036,4180,3276
15504973518,庞统,39,400,499,10.20,560,12229,1815
15504973518,周瑜,40,350,152,2.71,293,28384,192
15504973518,郭嘉,41,400,264,5.42,331,13477,300
15504973518,荆轲,43,400,402,8.15,497,19032,2805
15504973518,韦小宝,44,400,246,4.98,367,24236,1546
15504973518,黄飞鸿,45,400,349,7.07,450,20269,1845
15504973518,李白,46,350,123,2.17,205,16408,162
15504973518,关银屏,51,500,5034,131.55,5104,14063,7767
15504973518,马云騄,55,440,242,5.37,354,22517,1998
13812788376,零零发,1,400,268,5.42,276,1793,382
13812788376,鳌拜,2,400,336,6.80,344,1753,512
13812788376,和珅,3,350,197,3.48,198,320,285
13812788376,郑板桥,4,300,136,2.06,136,139,195
13812788376,喜来乐,5,350,187,3.30,188,288,262
13812788376,苏乞儿,6,400,339,6.86,353,2975,497
13812788376,李卫,7,350,158,2.79,159,361,216
13812788376,刘伯温,8,400,210,4.24,218,1769,264
13812788376,林则徐,9,300,163,2.46,165,403,214
13812788376,方世玉,10,400,500,10.08,505,1171,566
13812788376,多尔衮,11,400,500,10.08,504,950,554
13812788376,左宗棠,12,400,305,6.16,322,3413,368
13812788376,张之洞,13,390,190,3.74,212,4461,244
13812788376,蒲松龄,14,300,129,1.95,130,319,174
13812788376,李鸿章,15,300,125,1.89,126,384,179
13812788376,李寻欢,16,360,475,8.64,491,3256,630
13812788376,索尼,17,350,137,2.42,138,269,202
13812788376,胡雪岩,18,350,188,3.32,188,197,275
13812788376,曹雪芹,19,350,154,2.72,155,374,234
13812788376,海大富,20,370,308,5.75,324,3227,385
13812788376,华佗,21,350,122,2.15,123,242,167
13812788376,墨子,22,300,113,1.71,114,375,155
13812788376,杜甫,23,360,228,4.14,245,3515,298
13812788376,廉颇,24,350,338,5.97,353,3191,406
13812788376,庄周,25,300,116,1.75,116,164,155
13812788376,李元芳,26,400,176,3.55,195,3973,223
13812788376,鲁班,27,300,38,.57,38,193,62
13812788376,孙武,28,400,422,8.51,436,2877,458
13812788376,张良,29,300,28,.42,28,162,53
13812788376,姜子牙,30,300,28,.42,28,3,50
13812788376,孙膑,31,150,14,.11,14,54,40
13812788376,关羽,33,400,1360,28.23,1464,20927,2214
13812788376,张飞,34,400,316,6.43,323,1503,374
13812788376,赵云,35,400,292,6.16,298,1297,430
13812788376,马超,36,400,269,5.47,275,1214,301
13812788376,黄忠,37,400,238,4.98,245,1476,259
13812788376,诸葛亮,38,400,1061,21.86,1066,1060,2689
13812788376,庞统,39,380,301,5.81,316,3073,350
13812788376,周瑜,40,350,318,5.67,330,2572,354
13812788376,郭嘉,41,400,498,10.17,499,270,681
13812788376,荆轲,43,400,1140,23.20,1340,40089,3550
13812788376,韦小宝,44,400,498,10.07,499,379,1045
13812788376,黄飞鸿,45,400,674,13.67,837,32782,1346
13812788376,李白,46,400,502,10.12,504,581,542
13812788376,关银屏,51,500,2956,76.04,3003,9441,5032
13812788376,马云騄,55,400,17,.34,780,152727,288
13812788376,徐晃,63,400,291,5.88,304,2770,339
457181660,零零发,1,350,98,1.73,103,1089,112
457181660,鳌拜,2,350,132,2.33,157,5128,174
457181660,和珅,3,300,97,1.47,102,1193,110
457181660,郑板桥,4,300,98,1.48,106,1798,128
457181660,喜来乐,5,300,104,1.57,118,2846,149
457181660,苏乞儿,6,350,78,1.38,102,4845,101
457181660,李卫,7,300,71,1.07,81,2122,110
457181660,刘伯温,8,350,88,1.55,119,6302,123
457181660,林则徐,9,300,116,1.75,131,3136,151
457181660,方世玉,10,350,85,1.50,103,3651,122
