profile,姓名,id,等级,武力,满武力,书籍经验,总资质
13812788376,墨子,22,300,113,114,235,131
13812788376,杜甫,23,360,228,237,1927,264
13812788376,廉颇,24,350,338,347,1831,383
13812788376,庄周,25,300,116,116,136,197
13812788376,李元芳,26,350,176,182,1335,206
13812788376,鲁班,27,300,38,38,193,56
13812788376,孙武,28,400,422,429,1455,467
13812788376,张良,29,300,28,28,162,58
13812788376,姜子牙,30,300,28,28,3,46
13812788376,孙膑,31,150,14,14,54,32
13812788376,关羽,33,400,1348,1463,23165,2374
13812788376,张飞,34,400,308,316,1729,374
13812788376,赵云,35,400,284,291,1521,374
13812788376,马超,36,400,261,267,1318,297
13812788376,黄忠,37,400,230,238,1732,257
13812788376,诸葛亮,38,400,1052,1065,2634,1652
13812788376,庞统,39,380,301,309,1623,343
13812788376,周瑜,40,350,318,324,1232,360
13812788376,郭嘉,41,400,495,498,696,552
13812788376,荆轲,43,400,1140,1339,39931,4251
13812788376,韦小宝,44,400,498,499,215,1404
13812788376,黄飞鸿,45,400,674,837,32606,1367
13812788376,李白,46,400,502,504,449,586
13812788376,关银屏,51,500,2956,3001,9149,3613
13812788376,马云騄,55,400,17,773,151259,722
13812788376,徐晃,63,400,291,297,1242,327
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
457181660,零零发,1,300,70,88,3723,82
457181660,鳌拜,2,350,126,149,4726,180
457181660,和珅,3,300,97,102,1131,112
457181660,郑板桥,4,300,98,106,1764,110
457181660,喜来乐,5,300,104,117,2764,116
457181660,苏乞儿,6,350,78,95,3465,90
457181660,李卫,7,300,71,80,1984,164
457181660,刘伯温,8,350,82,112,6052,94
457181660,林则徐,9,300,116,131,3116,128
457181660,方世玉,10,350,85,96,2257,136
457181660,多尔衮,11,350,75,90,3192,165
457181660,左宗棠,12,350,65,96,6379,77
457181660,张之洞,13,350,122,151,5933,242
457181660,蒲松龄,14,300,86,94,1664,101
457181660,李鸿章,15,300,91,105,2829,103
457181660,李寻欢,16,350,86,111,5111,98
457181660,索尼,17,300,109,116,1420,196
457181660,胡雪岩,18,300,81,131,10174,93
457181660,曹雪芹,19,300,77,83,1397,95
457181660,海大富,20,350,97,134,7508,109
457181660,华佗,21,300,64,69,1102,166
457181660,墨子,22,300,90,110,4102,102
457181660,杜甫,23,350,108,140,6504,120
457181660,廉颇,24,350,124,145,4242,142
457181660,庄周,25,300,81,95,2802,222
457181660,李元芳,26,350,120,129,1828,132
457181660,鲁班,27,300,23,24,289,41
457181660,孙武,28,300,48,50,575,66
457181660,张良,29,100,13,13,0,43
457181660,姜子牙,30,35,15,22,1490,33
457181660,孙膑,31,6,13,13,30,31
457181660,关羽,33,400,640,691,10337,658
457181660,张飞,34,400,2161,2221,12082,2173
457181660,赵云,35,350,147,236,17948,165
457181660,马超,36,350,260,325,13057,524
457181660,黄忠,37,400,327,395,13780,345
457181660,诸葛亮,38,400,475,497,4439,505
457181660,庞统,39,400,464,497,6637,503
457181660,周瑜,40,400,1626,1661,7146,1674
457181660,郭嘉,41,350,612,663,10262,651
457181660,荆轲,43,400,480,500,4011,642
457181660,韦小宝,44,400,495,506,2217,2919
457181660,黄飞鸿,45,400,495,519,4810,603
457181660,李白,46,400,696,715,3947,3870
457181660,关银屏,51,400,340,417,15594,397
457181660,马云騄,55,400,509,516,1437,4616
457181660,张辽,59,350,75,97,4457,126
457181660,张春华,66,350,72,352,56048,129
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
15686784340,零零发,1,350,68,87,3893,104
15686784340,鳌拜,2,350,66,95,5877,111
15686784340,和珅,3,250,25,30,1107,85
15686784340,郑板桥,4,198,44,48,968,62
15686784340,喜来乐,5,200,49,56,1564,61
15686784340,苏乞儿,6,350,51,99,9649,63
15686784340,李卫,7,250,58,61,783,175
15686784340,刘伯温,8,350,28,51,4787,46
15686784340,林则徐,9,200,55,59,826,67
15686784340,方世玉,10,350,35,87,10546,134
15686784340,多尔衮,11,350,30,86,11362,87
15686784340,左宗棠,12,350,30,79,9972,48
15686784340,张之洞,13,350,42,68,5285,117
15686784340,蒲松龄,14,250,56,60,877,131
15686784340,李鸿章,15,200,39,50,2316,51
15686784340,李寻欢,16,330,169,177,1650,205
15686784340,索尼,17,250,40,46,1239,169
15686784340,胡雪岩,18,200,33,44,2322,51
15686784340,曹雪芹,19,200,31,41,2015,58
15686784340,海大富,20,350,111,125,2803,135
15686784340,华佗,21,300,61,71,2014,196
15686784340,墨子,22,200,37,42,1190,55
15686784340,杜甫,23,350,76,121,9164,94
15686784340,廉颇,24,350,58,84,5334,76
15686784340,庄周,25,250,25,36,2246,118
15686784340,李元芳,26,350,28,52,4877,52
15686784340,鲁班,27,200,12,12,143,30
15686784340,孙武,28,200,24,27,764,42
15686784340,张良,29,250,31,36,1136,169
15686784340,姜子牙,30,60,11,11,20,29
15686784340,孙膑,31,31,11,14,790,29
15686784340,关羽,33,400,2016,2079,12759,2034
15686784340,张飞,34,350,153,220,13534,165
15686784340,赵云,35,350,84,97,2673,102
15686784340,马超,36,350,262,269,1598,274
15686784340,黄忠,37,350,80,94,2859,98
15686784340,诸葛亮,38,400,186,234,9785,204
15686784340,庞统,39,350,67,91,4971,112
15686784340,周瑜,40,350,65,132,13549,83
15686784340,郭嘉,41,400,312,348,7394,351
15686784340,荆轲,43,400,210,224,2851,5787
15686784340,韦小宝,44,350,75,84,1846,1059
15686784340,黄飞鸿,45,400,349,360,2320,583
15686784340,李白,46,400,507,526,3828,1878
15686784340,关银屏,51,400,3108,3142,6921,3159
15686784340,马云騄,55,400,11,34,4702,182
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
z7211191,零零发,1,300,110,138,5787,146
z7211191,鳌拜,2,300,166,187,4306,220
z7211191,和珅,3,150,17,20,769,32
z7211191,郑板桥,4,250,110,116,1378,152
z7211191,喜来乐,5,200,58,64,1331,94
z7211191,苏乞儿,6,300,134,204,14181,176
z7211191,李卫,7,153,62,67,1125,134
z7211191,刘伯温,8,300,94,124,6085,184
z7211191,林则徐,9,200,60,66,1346,96
z7211191,方世玉,10,300,65,105,8088,182
z7211191,多尔衮,11,250,70,114,8842,139
z7211191,左宗棠,12,250,40,68,5655,76
z7211191,张之洞,13,250,64,98,6870,235
z7211191,蒲松龄,14,200,77,84,1477,107
z7211191,李鸿章,15,200,79,87,1788,181
z7211191,李寻欢,16,350,421,427,1280,583
z7211191,索尼,17,250,104,109,1106,260
z7211191,胡雪岩,18,150,27,31,925,63
z7211191,曹雪芹,19,250,102,108,1321,129
z7211191,海大富,20,300,171,193,4545,219
z7211191,华佗,21,150,48,54,1353,126
z7211191,墨子,22,250,80,88,1715,158
z7211191,杜甫,23,300,60,106,9373,114
z7211191,廉颇,24,300,203,255,10593,284
z7211191,庄周,25,250,76,83,1467,205
z7211191,李元芳,26,250,76,120,8862,112
z7211191,鲁班,27,150,14,14,58,41
z7211191,孙武,28,300,64,87,4781,91
z7211191,张良,29,150,15,15,110,45
z7211191,姜子牙,30,150,13,14,200,40
z7211191,孙膑,31,45,16,16,160,43
z7211191,关羽,33,400,1580,1608,5683,1607
z7211191,张飞,34,350,287,362,15076,323
z7211191,赵云,35,350,250,334,16887,277
z7211191,马超,36,400,2389,2394,1037,2413
z7211191,黄忠,37,350,294,369,15068,321
z7211191,诸葛亮,38,400,566,570,859,602
z7211191,庞统,39,350,286,343,11478,325
z7211191,周瑜,40,350,182,231,9972,218
z7211191,郭嘉,41,400,645,654,1801,795
z7211191,荆轲,43,300,78,103,5091,132
z7211191,韦小宝,44,350,213,233,4012,2223
z7211191,黄飞鸿,45,350,308,359,10375,380
z7211191,孙尚香,50,500,644,673,5871,8063
z7211191,关银屏,51,500,4444,4496,10550,4510
z7211191,马云騄,55,400,14,39,5176,185
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
shinecy1126,零零发,1,300,40,63,4729,64
shinecy1126,鳌拜,2,350,116,147,6397,155
shinecy1126,和珅,3,250,36,42,1221,216
shinecy1126,郑板桥,4,250,35,45,2161,47
shinecy1126,喜来乐,5,300,24,40,3333,42
shinecy1126,苏乞儿,6,350,437,478,8385,461
shinecy1126,李卫,7,250,35,48,2772,233
shinecy1126,刘伯温,8,350,30,74,8921,48
shinecy1126,林则徐,9,350,34,52,3633,46
shinecy1126,方世玉,10,350,40,94,10877,133
shinecy1126,多尔衮,11,350,505,505,128,628
shinecy1126,左宗棠,12,350,75,134,11877,93
shinecy1126,张之洞,13,350,20,55,7084,146
shinecy1126,蒲松龄,14,250,28,50,4477,148
shinecy1126,李鸿章,15,300,45,51,1216,57
shinecy1126,李寻欢,16,350,136,181,9139,154
shinecy1126,索尼,17,250,14,14,67,98
shinecy1126,胡雪岩,18,200,13,13,80,31
shinecy1126,曹雪芹,19,250,39,44,1098,57
shinecy1126,海大富,20,350,86,148,12439,98
shinecy1126,华佗,21,250,22,33,2209,223
shinecy1126,墨子,22,300,54,64,2191,66
shinecy1126,杜甫,23,350,92,138,9321,104
shinecy1126,廉颇,24,350,117,140,4658,135
shinecy1126,庄周,25,350,28,39,2303,565
shinecy1126,李元芳,26,250,28,34,1390,46
shinecy1126,鲁班,27,300,39,54,3132,57
shinecy1126,孙武,28,350,114,134,4177,132
shinecy1126,张良,29,250,41,57,3399,257
shinecy1126,姜子牙,30,286,35,40,1168,53
shinecy1126,孙膑,31,1,11,15,905,29
shinecy1126,关羽,33,360,500,553,10742,527
shinecy1126,张飞,34,350,78,125,9471,90
shinecy1126,赵云,35,350,108,162,10911,126
shinecy1126,马超,36,350,135,203,13788,183
shinecy1126,黄忠,37,250,67,114,9544,85
shinecy1126,诸葛亮,38,350,343,402,11967,361
shinecy1126,庞统,39,350,84,116,6580,117
shinecy1126,周瑜,40,350,79,107,5732,91
shinecy1126,郭嘉,41,400,576,601,5068,609
shinecy1126,荆轲,43,400,714,776,12520,1263
shinecy1126,韦小宝,44,400,333,349,3243,6273
shinecy1126,黄飞鸿,45,350,246,312,13283,291
shinecy1126,李白,46,350,245,260,3192,1040
shinecy1126,关银屏,51,400,3284,3321,7533,3335
shinecy1126,马云騄,55,400,11,37,5316,182
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
lonely7201984,零零发,1,350,86,105,3875,98
lonely7201984,鳌拜,2,350,56,112,11285,95
lonely7201984,和珅,3,100,45,63,3770,60
lonely7201984,郑板桥,4,160,53,67,2868,71
lonely7201984,喜来乐,5,200,66,76,2182,78
lonely7201984,苏乞儿,6,350,99,128,5902,111
lonely7201984,李卫,7,250,50,58,1676,146
lonely7201984,刘伯温,8,300,28,64,7293,40
lonely7201984,林则徐,9,250,55,66,2290,67
lonely7201984,方世玉,10,300,65,99,6804,101
lonely7201984,多尔衮,11,300,70,97,5480,109
lonely7201984,左宗棠,12,300,75,78,773,99
lonely7201984,张之洞,13,300,76,103,5453,193
lonely7201984,蒲松龄,14,200,44,53,1992,59
lonely7201984,李鸿章,15,200,35,56,4236,47
lonely7201984,李寻欢,16,300,60,97,7480,72
lonely7201984,索尼,17,300,88,102,2855,238
lonely7201984,胡雪岩,18,150,47,55,1791,59
lonely7201984,曹雪芹,19,200,50,67,3449,68
lonely7201984,海大富,20,300,100,117,3440,112
lonely7201984,华佗,21,250,49,62,2769,160
lonely7201984,墨子,22,100,29,37,1750,41
lonely7201984,杜甫,23,350,44,99,11120,62
lonely7201984,廉颇,24,350,174,206,6531,192
lonely7201984,庄周,25,300,73,94,4221,244
lonely7201984,李元芳,26,300,36,100,12853,48
lonely7201984,鲁班,27,200,49,59,2080,67
lonely7201984,孙武,28,350,72,105,6704,90
lonely7201984,张良,29,100,13,21,1757,43
lonely7201984,姜子牙,30,150,25,40,3143,43
lonely7201984,孙膑,31,24,14,21,1440,32
lonely7201984,关羽,33,400,2840,2864,4929,3263
lonely7201984,张飞,34,400,586,645,11993,616
lonely7201984,赵云,35,350,414,429,3109,432
lonely7201984,马超,36,350,259,305,9377,499
lonely7201984,黄忠,37,350,127,214,17473,145
lonely7201984,诸葛亮,38,350,325,367,8432,337
lonely7201984,庞统,39,350,188,272,16937,227
lonely7201984,周瑜,40,350,110,188,15665,122
lonely7201984,郭嘉,41,400,1314,1347,6722,1353
lonely7201984,荆轲,43,400,384,419,7168,4578
lonely7201984,韦小宝,44,350,75,172,19587,1320
lonely7201984,黄飞鸿,45,400,422,445,4607,440
lonely7201984,李白,46,350,214,239,5061,526
lonely7201984,马云騄,55,400,11,47,7202,182
lonely7201984,张星彩,58,350,134,144,2027,191
lonely7201984,张春华,66,350,385,394,1881,442
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
liu271,零零发,1,300,20,51,6339,32
liu271,鳌拜,2,350,70,109,7980,109
liu271,和珅,3,59,13,17,805,28
liu271,郑板桥,4,59,13,15,590,25
liu271,喜来乐,5,150,51,59,1790,63
liu271,苏乞儿,6,350,148,199,10313,160
liu271,李卫,7,59,28,34,1375,82
liu271,刘伯温,8,300,16,49,6700,28
liu271,林则徐,9,59,40,55,3180,52
liu271,方世玉,10,300,30,89,11865,78
liu271,多尔衮,11,350,45,96,10322,84
liu271,左宗棠,12,350,60,116,11395,72
liu271,张之洞,13,59,54,80,5213,153
liu271,蒲松龄,14,59,35,45,2058,50
liu271,李鸿章,15,59,31,49,3732,43
liu271,李寻欢,16,320,187,236,9868,199
liu271,索尼,17,59,50,56,1264,113
liu271,胡雪岩,18,59,49,63,2881,61
liu271,曹雪芹,19,59,45,53,1740,63
liu271,海大富,20,350,171,222,10296,183
liu271,华佗,21,59,47,52,1024,125
liu271,墨子,22,59,58,69,2205,70
liu271,杜甫,23,350,56,112,11296,68
liu271,廉颇,24,350,150,195,9053,168
liu271,庄周,25,59,45,64,3830,99
liu271,李元芳,26,59,44,84,8174,56
liu271,鲁班,27,59,41,54,2669,59
liu271,孙武,28,59,64,90,5317,82
liu271,张良,29,59,50,60,2135,80
liu271,姜子牙,30,49,40,40,155,58
liu271,孙膑,31,1,13,14,340,31
liu271,关羽,33,500,3045,3085,8078,3900
liu271,张飞,34,350,130,218,17774,142
liu271,赵云,35,350,344,396,10494,371
liu271,马超,36,400,192,269,15496,1536
liu271,黄忠,37,350,54,118,12972,72
liu271,诸葛亮,38,400,813,841,5751,843
liu271,庞统,39,59,66,89,4780,105
liu271,周瑜,40,350,184,280,19253,196
liu271,郭嘉,41,400,1713,1761,9694,1758
liu271,荆轲,43,350,102,159,11435,156
liu271,韦小宝,44,350,156,234,15745,2688
liu271,黄飞鸿,45,350,353,353,104,380
liu271,关银屏,51,400,1210,1236,5392,1267
liu271,马云騄,55,400,160,190,6116,5359
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
cq1473691,零零发,1,350,370,470,20126,466
cq1473691,鳌拜,2,57,26,73,9570,29
cq1473691,和珅,3,50,1,71,14072,16
cq1473691,郑板桥,4,20,1,43,8555,7
cq1473691,喜来乐,5,50,1,48,9410,7
cq1473691,苏乞儿,6,56,7,59,10440,13
cq1473691,李卫,7,1,3,15,2470,24
cq1473691,刘伯温,8,300,14,77,12745,20
cq1473691,林则徐,9,300,10,65,11037,70
cq1473691,方世玉,10,300,5,54,9878,20
cq1473691,多尔衮,11,56,5,53,9620,8
cq1473691,左宗棠,12,56,5,44,7973,11
cq1473691,张之洞,13,300,26,81,11113,131
cq1473691,蒲松龄,14,1,1,32,6210,16
cq1473691,李鸿章,15,1,1,28,5585,7
cq1473691,李寻欢,16,1,8,10,475,14
cq1473691,海大富,20,56,8,41,6704,14
cq1473691,华佗,21,1,2,27,5065,26
cq1473691,墨子,22,1,1,32,6280,7
cq1473691,杜甫,23,1,4,49,9030,10
cq1473691,廉颇,24,11,9,41,6525,18
cq1473691,庄周,25,1,1,33,6495,28
cq1473691,李元芳,26,1,4,34,6000,10
cq1473691,鲁班,27,1,1,1,180,10
cq1473691,关羽,33,1,8,8,110,17
cq1473691,张飞,34,1,7,7,130,13
cq1473691,赵云,35,1,7,11,890,16
cq1473691,马超,36,1,7,52,9060,19
cq1473691,黄忠,37,1,7,7,90,16
cq1473691,诸葛亮,38,300,32,72,8019,38
cq1473691,郭嘉,41,350,204,230,5353,207
cq1473691,韦小宝,44,400,93,110,3495,2802
cq1473691,马云騄,55,400,8,57,9882,242
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
cq1473693,零零发,1,300,276,370,18995,354
cq1473693,鳌拜,2,56,30,73,8760,36
cq1473693,和珅,3,350,5,76,14345,1145
cq1473693,郑板桥,4,30,5,32,5400,11
cq1473693,喜来乐,5,30,3,19,3260,9
cq1473693,苏乞儿,6,56,7,70,12630,13
cq1473693,李卫,7,1,5,21,3295,26
cq1473693,刘伯温,8,300,14,66,10547,20
cq1473693,林则徐,9,300,10,87,15555,52
cq1473693,方世玉,10,300,5,39,6920,20
cq1473693,多尔衮,11,57,5,42,7505,11
cq1473693,左宗棠,12,57,5,30,5080,11
cq1473693,张之洞,13,56,12,25,2740,30
cq1473693,蒲松龄,14,1,3,42,7860,18
cq1473693,李鸿章,15,1,3,10,1470,9
