ssqwerty,4,25591,822533,0,0,50,2160,513,4700,327
18612160829,4,5884,317778,0,0,663,95580,498,32135,286
wang25687,5,0,758824,0,0,154,2880,430,40,524
15504973518,5,3,336650,0,0,663,0,481,31185,259
13812788376,4,11386,38083,0,0,0,360,110,13675,277
457181660,3,20,7526,0,0,0,55440,106,20505,156
15686784340,3,380,30672,0,0,35,720,126,24285,149
z7211191,3,4100,89750,0,0,0,0,211,4285,113
shinecy1126,4,235,7771,0,0,60,900,144,35405,122
lonely7201984,2,2740,4070,119,49860,0,0,322,27325,113
liu271,2,1582,6045,7,68580,0,0,316,25085,137
cq1473691,2,700,75,0,44100,0,0,111,5400,126
cq1473693,2,490,145,0,45000,0,0,99,7055,138
cq147369,2,10,4965,1,30600,0,0,41,3515,271
pgh1234567,2,0,935,3,34080,0,0,57,12445,124
muyang1,2,40,4825,3,38520,0,0,45,13285,132
pgh12345678,2,0,810,3,33180,0,0,61,12845,127
muyang2,2,100,4960,3,37980,0,0,36,12805,132
pgh123456789,2,0,805,3,33720,0,0,57,13405,133
1358177 yubei,2,10,3225,2,31680,0,0,91,12405,156
pby123,2,0,810,3,33180,0,0,55,12125,124
pby1234,2,40,945,0,39960,0,0,229,4265,83
1770994 yubeiyi,2,40,3270,2,33840,0,0,68,14325,141
pby12345,2,0,940,5,33180,0,0,65,11165,127
1861216 jia,2,0,3205,2,33900,0,0,120,15315,144
pby123456,2,0,865,8,33540,0,0,59,12605,124
12160829 yi,2,160,3210,30,34560,0,0,103,14275,162
pby1234567,2,0,805,3,33720,0,0,58,12525,133
134886 bing,2,40,3295,32,32940,0,0,64,14705,145
pby12345678,2,40,895,25,34200,0,0,59,12205,124
88699777 ding,2,100,3265,2,34020,0,0,87,13885,149
pby123456789,2,0,875,0,33900,0,0,57,13225,103
pgh123,2,0,4815,31,34800,0,0,27,13245,140
wang77,2,40,85,18,540,0,0,12,2345,83
pgh1234,2,0,4870,0,34440,0,0,30,12765,140
wang777,2,40,1085,19,360,0,0,10,2505,83
pgh12345,2,0,4875,5,33000,0,0,32,14285,124
wang7777,2,40,350,18,720,0,0,10,1895,93
pgh123456,2,0,4870,5,33540,0,0,22,13725,124
